,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,day,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
1208,2018-04-14,15:00,Gloucester,37,Harlequins,9,Kingsholm,Luke Pearce,46,H,Sat,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,26.32,26.32,23.7,22.3,22.11,20.47,22.06,50.51,48.6,48.57,46.79,29.73,27.27,26.27,26.32,24.33,23.5,17.5,17.82,21.67,21.67,25.6,18.8,18.67,27.33,63.07692307692307%,40.298507462686565%
1209,2018-09-29,15:00,Gloucester,25,Harlequins,27,Kingsholm,JP Doyle,52,A,Sat,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,26.32,26.32,22.25,22.3,21.13,20.47,22.06,49.28,48.6,47.97,46.79,25.19,27.27,28.18,26.32,24.33,25.39,17.5,21.91,21.67,21.67,27.8,20.4,18.67,27.33,63.07692307692307%,40.298507462686565%
1210,2020-09-14,19:45,Gloucester,15,Harlequins,28,Kingsholm,Karl Dickson,43,A,Mon,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,26.32,26.32,22.25,21.69,20.47,20.47,22.06,49.28,48.65,46.87,46.79,25.19,27.33,25.5,26.32,24.33,25.39,26.91,22.0,21.67,21.67,27.6,27.0,18.67,27.33,63.07692307692307%,40.298507462686565%
1211,2020-12-06,16:15,Gloucester,24,Harlequins,34,Kingsholm,Ian Tempest,58,A,Sun,Dec,2020,2020-21,25.53,20.79,46.32,24.03,26.97,26.85,26.32,26.32,19.75,21.69,22.77,20.47,22.06,43.78,48.65,49.62,46.79,25.87,27.33,26.1,26.32,24.33,20.31,26.91,31.0,21.67,21.67,32.2,27.6,18.67,27.33,63.07692307692307%,40.298507462686565%
1212,2022-01-02,15:00,Gloucester,17,Harlequins,20,Kingsholm,Tom Foley,37,A,Sun,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,26.32,26.32,19.12,24.39,23.63,20.47,22.06,42.69,52.61,51.46,46.79,23.67,33.27,31.18,26.32,24.33,21.86,28.54,25.31,21.67,21.67,25.6,22.2,18.67,27.33,63.07692307692307%,40.298507462686565%
1213,2011-04-16,14:15,Bath,19,Harlequins,15,Recreation Ground,Dave Pearson,34,H,Sat,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,23.49,24.21,23.7,18.59,18.07,21.09,22.06,50.51,41.59,41.53,44.58,26.71,22.55,20.0,23.49,21.31,23.5,19.5,18.27,19.33,18.38,18.4,17.4,16.33,21.33,62.96296296296296%,40.298507462686565%
1214,2011-11-05,14:15,Bath,13,Harlequins,26,Recreation Ground,Dean Richards,39,A,Sat,Nov,2011,2011-12,25.53,20.79,46.32,22.73,23.01,22.71,23.49,24.21,18.47,18.59,18.7,21.09,22.06,41.2,41.59,41.41,44.58,19.0,22.55,21.0,23.49,21.31,20.0,19.5,19.55,19.33,18.38,27.2,19.8,16.33,21.33,62.96296296296296%,40.298507462686565%
1215,2012-11-23,19:45,Bath,21,Harlequins,18,The Recreation Ground,N/A,39,H,Fri,Nov,2012,2012-13,25.53,20.79,46.32,22.73,22.83,24.81,25.84,24.21,18.47,18.33,19.37,17.8,22.06,41.2,41.17,44.19,43.64,19.0,20.75,26.27,25.84,21.31,20.0,22.0,25.42,16.25,18.38,23.0,15.6,16.33,21.33,62.96296296296296%,40.298507462686565%
1216,2013-12-21,15:00,Bath,14,Harlequins,3,The Recreation Ground,Martin Fox,17,H,Sat,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,25.84,24.21,19.75,18.95,19.22,17.8,22.06,43.78,42.72,41.4,43.64,15.71,28.0,21.64,25.84,21.31,20.31,22.75,20.58,16.25,18.38,24.6,18.6,16.33,21.33,62.96296296296296%,40.298507462686565%
1217,2014-11-28,19:45,Bath,25,Harlequins,6,The Recreation Ground,Wayne Barnes,31,H,Fri,Nov,2014,2014-15,25.53,20.79,46.32,22.73,25.03,27.21,25.84,24.21,18.47,20.78,20.83,17.8,22.06,41.2,45.81,48.04,43.64,19.0,27.17,32.15,25.84,21.31,20.0,17.91,16.36,16.25,18.38,32.2,14.0,16.33,21.33,62.96296296296296%,40.298507462686565%
1218,2015-10-31,13:30,Bath,28,Harlequins,38,The Recreation Ground,Matthew Carley,66,A,Sat,Oct,2015,2015-16,25.53,20.79,46.32,24.99,25.84,23.9,25.84,24.21,20.42,20.54,19.54,17.8,22.06,45.42,46.38,43.44,43.64,20.62,27.18,21.27,25.84,21.31,24.46,20.56,21.0,16.25,18.38,35.0,20.6,16.33,21.33,62.96296296296296%,40.298507462686565%
1219,2017-02-18,15:00,Bath,22,Harlequins,12,Recreation Ground,Craig Maxwell-Keys,34,H,Sat,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,23.49,24.21,19.15,21.88,21.22,21.09,22.06,43.21,49.49,47.44,44.58,23.9,27.73,26.73,23.49,21.31,17.41,21.33,21.0,19.33,18.38,20.6,14.0,16.33,21.33,62.96296296296296%,40.298507462686565%
1220,2017-11-25,12:15,Bath,38,Harlequins,14,Recreation Ground,Craig Maxwell-Keys,52,H,Sat,Nov,2017,2017-18,25.53,20.79,46.32,22.73,27.61,26.46,23.49,24.21,18.47,21.88,22.11,21.09,22.06,41.2,49.49,48.57,44.58,19.0,27.73,31.09,23.49,21.31,20.0,21.33,17.82,19.33,18.38,31.4,21.8,16.33,21.33,62.96296296296296%,40.298507462686565%
1221,2019-03-02,15:00,Bath,29,Harlequins,31,Recreation Ground,Matthew Carley,60,A,Sat,Mar,2019,2018-19,25.53,20.79,46.32,25.91,25.38,26.84,23.49,24.21,20.79,20.14,21.13,21.09,22.06,46.7,45.52,47.97,44.58,21.39,21.67,23.82,23.49,21.31,20.76,23.89,21.91,19.33,18.38,22.4,17.6,16.33,21.33,62.96296296296296%,40.298507462686565%
1222,2020-02-22,15:00,Bath,19,Harlequins,12,Recreation Ground,Tom Foley,31,H,Sat,Feb,2020,2019-20,25.53,20.79,46.32,24.06,26.97,26.4,23.49,24.21,19.15,21.69,20.47,21.09,22.06,43.21,48.65,46.87,44.58,23.9,23.12,21.45,23.49,21.31,17.41,26.91,22.0,19.33,18.38,15.2,14.4,16.33,21.33,62.96296296296296%,40.298507462686565%
1223,2021-02-06,14:15,Bath,15,Harlequins,28,Recreation Ground,Craig Maxwell-Keys,43,A,Sat,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,23.49,24.21,19.15,23.14,22.77,21.09,22.06,43.21,50.62,49.62,44.58,23.9,22.29,24.1,23.49,21.31,17.41,25.5,31.0,19.33,18.38,30.0,26.6,16.33,21.33,62.96296296296296%,40.298507462686565%
1224,2022-01-28,19:45,Bath,21,Harlequins,17,Recreation Ground,Tom Foley,38,H,Fri,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,23.49,24.21,19.12,24.39,23.63,21.09,22.06,42.69,52.61,51.46,44.58,26.43,23.15,21.42,23.49,21.31,21.86,28.54,25.31,19.33,18.38,18.4,36.0,16.33,21.33,62.96296296296296%,40.298507462686565%
1225,2022-12-02,19:45,Bath,13,Harlequins,19,Recreation Ground,Andrew Brace,32,A,Fri,Dec,2022,2022-23,25.53,20.79,46.32,24.03,28.22,28.32,23.49,24.21,19.75,24.39,25.77,21.09,22.06,43.78,52.61,54.09,44.58,15.71,23.15,21.17,23.49,21.31,20.31,28.54,32.5,19.33,18.38,22.8,25.8,16.33,21.33,62.96296296296296%,40.298507462686565%
1226,2012-05-05,14:00,Sale,10,Harlequins,24,Edgeley Park,Martin Fox,34,A,Sat,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,21.29,24.15,22.83,18.33,18.7,22.81,22.06,52.77,41.17,41.41,44.1,24.56,19.0,21.0,21.29,25.15,23.78,22.0,19.55,20.5,21.15,22.6,23.8,28.67,21.0,66.9172932330827%,40.298507462686565%
1227,2013-02-22,20:00,Sale,21,Harlequins,30,Salford City Stadium,Martin Fox,51,A,Fri,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,19.32,24.15,19.15,18.95,19.37,18.77,22.06,43.21,42.72,44.19,38.09,23.26,20.45,20.18,19.32,25.15,17.41,22.75,25.42,28.5,21.15,19.8,19.8,28.67,21.0,66.9172932330827%,40.298507462686565%
1228,2014-04-11,20:00,Sale,12,Harlequins,27,Salford City Stadium,Wayne Barnes,39,A,Fri,Apr,2014,2013-14,25.53,20.79,46.32,26.81,25.03,22.18,19.32,24.15,23.7,20.78,19.22,18.77,22.06,50.51,45.81,41.4,38.09,23.31,23.82,18.45,19.32,25.15,23.5,17.91,20.58,28.5,21.15,18.8,10.6,28.67,21.0,66.9172932330827%,40.298507462686565%
1229,2015-04-25,14:00,Sale,23,Harlequins,25,AJ Bell Stadium,Wayne Barnes,48,A,Sat,Apr,2015,2014-15,25.53,20.79,46.32,26.81,25.84,27.21,25.97,24.15,23.7,20.54,20.83,18.3,22.06,50.51,46.38,48.04,44.27,23.31,22.0,26.27,25.97,25.15,23.5,20.56,16.36,19.67,21.15,21.0,13.2,28.67,21.0,66.9172932330827%,40.298507462686565%
1230,2016-03-05,14:30,Sale,29,Harlequins,23,AJ Bell Stadium,Ian Tempest,52,H,Sat,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,25.97,24.15,20.79,19.5,19.54,18.3,22.06,46.7,44.06,43.44,44.27,25.93,22.31,24.55,25.97,25.15,20.76,18.46,21.0,19.67,21.15,25.4,17.4,28.67,21.0,66.9172932330827%,40.298507462686565%
1231,2016-09-09,20:15,Sale,19,Harlequins,10,AJ Bell Stadium,Tom Foley,29,H,Fri,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,25.97,24.15,22.25,19.5,21.22,18.3,22.06,49.28,44.06,47.44,44.27,24.86,22.31,21.82,25.97,25.15,25.39,18.46,21.0,19.67,21.15,26.4,21.6,28.67,21.0,66.9172932330827%,40.298507462686565%
1232,2018-01-06,15:00,Sale,30,Harlequins,29,AJ Bell Stadium,Matthew Carley,59,H,Sat,Jan,2018,2017-18,25.53,20.79,46.32,23.57,26.3,26.46,25.97,24.15,19.12,22.3,22.11,18.3,22.06,42.69,48.6,48.57,44.27,27.91,23.1,26.64,25.97,25.15,21.86,17.5,17.82,19.67,21.15,29.8,10.2,28.67,21.0,66.9172932330827%,40.298507462686565%
1233,2019-04-05,19:45,Sale,28,Harlequins,17,AJ Bell Stadium,Wayne Barnes,45,H,Fri,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,25.97,24.15,23.7,20.14,21.13,18.3,22.06,50.51,45.52,47.97,44.27,23.31,24.0,22.64,25.97,25.15,23.5,23.89,21.91,19.67,21.15,23.0,13.2,28.67,21.0,66.9172932330827%,40.298507462686565%
1234,2020-01-03,19:45,Sale,48,Harlequins,10,AJ Bell Stadium,Ian Tempest,58,H,Fri,Jan,2020,2019-20,25.53,20.79,46.32,23.57,26.97,26.4,25.97,24.15,19.12,21.69,20.47,18.3,22.06,42.69,48.65,46.87,44.27,27.91,31.78,29.7,25.97,25.15,21.86,26.91,22.0,19.67,21.15,23.6,18.0,28.67,21.0,66.9172932330827%,40.298507462686565%
1235,2021-06-04,19:45,Sale,45,Harlequins,12,AJ Bell Stadium,Wayne Barnes,57,H,Fri,Jun,2021,2020-21,25.53,20.79,46.32,35.62,27.48,26.85,25.97,24.15,24.0,23.14,22.77,18.3,22.06,59.62,50.62,49.62,44.27,43.5,26.92,28.36,25.97,25.15,26.75,25.5,31.0,19.67,21.15,29.0,14.6,28.67,21.0,66.9172932330827%,40.298507462686565%
1236,2021-10-15,19:45,Sale,28,Harlequins,22,AJ Bell Stadium,Tom Foley,50,H,Fri,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,25.97,24.15,20.42,23.14,23.63,18.3,22.06,45.42,50.62,51.46,44.27,20.38,26.92,27.67,25.97,25.15,24.46,25.5,25.31,19.67,21.15,25.6,15.6,28.67,21.0,66.9172932330827%,40.298507462686565%
1237,2022-10-23,15:00,Sale,13,Harlequins,29,AJ Bell Stadium,Christophe Ridley,42,A,Sun,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,25.97,24.15,20.42,24.39,25.77,18.3,22.06,45.42,52.61,54.09,44.27,20.38,28.43,26.5,25.97,25.15,24.46,28.54,32.5,19.67,21.15,34.2,20.4,28.67,21.0,66.9172932330827%,40.298507462686565%
1238,2011-04-24,15:00,Leeds,3,Harlequins,38,Headingley,Martin Fox,41,A,Sun,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,12.73,12.73,23.7,18.59,18.07,21.18,22.06,50.51,41.59,41.53,33.91,15.0,14.14,12.73,12.73,3.0,23.5,19.5,18.27,38.0,38.0,16.2,20.2,3.0,38.0,33.33333333333333%,40.298507462686565%
1239,2011-03-04,20:00,Newcastle,33,Harlequins,18,Kingston Park,N/A,51,H,Fri,Mar,2011,2010-11,25.53,20.79,46.32,25.91,23.01,23.46,18.95,18.92,20.79,18.59,18.07,22.32,22.06,46.7,41.59,41.53,41.27,19.27,18.38,18.09,18.95,23.27,20.76,19.5,18.27,24.55,24.55,13.8,21.8,25.33,29.33,38.53211009174312%,40.298507462686565%
1240,2012-03-02,19:45,Newcastle,9,Harlequins,9,Kingston Park,Andrew Small,18,D,Fri,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,18.95,18.92,20.79,18.33,18.7,22.32,22.06,46.7,41.17,41.41,41.27,19.27,12.6,15.36,18.95,23.27,20.76,22.0,19.55,24.55,24.55,17.0,19.8,25.33,29.33,38.53211009174312%,40.298507462686565%
1241,2013-12-01,15:00,Newcastle,9,Harlequins,35,Kingston Park,Andrew Small,44,A,Sun,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,18.95,18.92,19.75,18.95,19.22,22.32,22.06,43.78,42.72,41.4,41.27,18.3,10.0,12.27,18.95,23.27,20.31,22.75,20.58,24.55,24.55,10.8,16.4,25.33,29.33,38.53211009174312%,40.298507462686565%
1242,2015-05-16,15:30,Newcastle,37,Harlequins,21,Kingston Park,Thomas Foley,58,H,Sat,May,2015,2014-15,25.53,20.79,46.32,29.94,25.84,27.21,18.95,18.92,22.83,20.54,20.83,22.32,22.06,52.77,46.38,48.04,41.27,21.75,20.25,22.0,18.95,23.27,23.78,20.56,16.36,24.55,24.55,23.0,20.0,25.33,29.33,38.53211009174312%,40.298507462686565%
1243,2016-01-31,15:00,Newcastle,26,Harlequins,19,Kingston Park,Luke Pearce,45,H,Sun,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,18.95,18.92,19.12,19.5,19.54,22.32,22.06,42.69,44.06,43.44,41.27,20.08,21.21,17.45,18.95,23.27,21.86,18.46,21.0,24.55,24.55,17.8,30.6,25.33,29.33,38.53211009174312%,40.298507462686565%
1244,2016-12-04,15:00,Newcastle,38,Harlequins,32,Kingston Park,Ian Tempest,70,H,Sun,Dec,2016,2016-17,25.53,20.79,46.32,24.03,24.56,26.22,18.95,18.92,19.75,19.5,21.22,22.32,22.06,43.78,44.06,47.44,41.27,18.3,21.21,24.27,18.95,23.27,20.31,18.46,21.0,24.55,24.55,17.0,19.6,25.33,29.33,38.53211009174312%,40.298507462686565%
1245,2017-12-23,15:00,Newcastle,11,Harlequins,10,Kingston Park,Luke Pearce,21,H,Sat,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,18.95,18.92,19.75,21.88,22.11,22.32,22.06,43.78,49.49,48.57,41.27,18.3,21.0,21.91,18.95,23.27,20.31,21.33,17.82,24.55,24.55,18.2,22.6,25.33,29.33,38.53211009174312%,40.298507462686565%
1246,2019-01-05,15:00,Newcastle,17,Harlequins,38,Kingston Park,Tom Foley,55,A,Sat,Jan,2019,2018-19,25.53,20.79,46.32,23.57,25.38,26.84,18.95,18.92,19.12,20.14,21.13,22.32,22.06,42.69,45.52,47.97,41.27,20.08,17.83,18.18,18.95,23.27,21.86,23.89,21.91,24.55,24.55,18.6,21.4,25.33,29.33,38.53211009174312%,40.298507462686565%
1247,2021-02-27,15:00,Newcastle,25,Harlequins,22,Kingston Park,Jack Makepeace,47,H,Sat,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,18.95,18.92,19.15,23.14,22.77,22.32,22.06,43.21,50.62,49.62,41.27,22.58,21.46,21.9,18.95,23.27,17.41,25.5,31.0,24.55,24.55,15.0,17.6,25.33,29.33,38.53211009174312%,40.298507462686565%
1248,2021-09-19,15:00,Newcastle,20,Harlequins,26,Kingston Park,Tom Foley,46,A,Sun,Sep,2021,2021-22,25.53,20.79,46.32,27.03,27.48,27.83,18.95,18.92,22.25,23.14,23.63,22.32,22.06,49.28,50.62,51.46,41.27,19.16,21.46,16.73,18.95,23.27,25.39,25.5,25.31,24.55,24.55,25.8,21.0,25.33,29.33,38.53211009174312%,40.298507462686565%
1249,2022-09-10,15:00,Newcastle,31,Harlequins,40,Kingston Park,Luke Pearce,71,A,Sat,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,18.95,18.92,22.25,24.39,25.77,22.32,22.06,49.28,52.61,54.09,41.27,19.16,18.17,21.8,18.95,23.27,25.39,28.54,32.5,24.55,24.55,15.8,30.0,25.33,29.33,38.53211009174312%,40.298507462686565%
1250,2013-04-20,15:00,Worcester,26,Harlequins,42,Sixways,Martin Fox,68,A,Sat,Apr,2013,2012-13,25.53,20.79,46.32,26.81,23.78,24.81,20.93,20.93,23.7,18.95,19.37,23.23,22.06,50.51,42.72,44.19,44.15,27.38,15.55,20.64,20.93,23.56,23.5,22.75,25.42,22.89,22.89,18.4,19.8,23.33,18.67,41.904761904761905%,40.298507462686565%
1251,2013-09-20,19:45,Worcester,13,Harlequins,37,Sixways,Wayne Barnes,50,A,Fri,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,20.93,20.93,22.25,18.95,19.22,23.23,22.06,49.28,42.72,41.4,44.15,20.9,15.55,15.64,20.93,23.56,25.39,22.75,20.58,22.89,22.89,21.8,27.2,23.33,18.67,41.904761904761905%,40.298507462686565%
1252,2016-01-03,15:00,Worcester,20,Harlequins,24,Sixways,Andrew Small,44,A,Sun,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,20.93,20.93,19.12,19.5,19.54,23.23,22.06,42.69,44.06,43.44,44.15,19.6,20.85,21.36,20.93,23.56,21.86,18.46,21.0,22.89,22.89,24.4,25.2,23.33,18.67,41.904761904761905%,40.298507462686565%
1253,2017-01-01,15:00,Worcester,24,Harlequins,17,Sixways,Luke Pearce,41,H,Sun,Jan,2017,2016-17,25.53,20.79,46.32,23.57,27.61,26.22,20.93,20.93,19.12,21.88,21.22,23.23,22.06,42.69,49.49,47.44,44.15,19.6,21.58,24.18,20.93,23.56,21.86,21.33,21.0,22.89,22.89,19.4,22.0,23.33,18.67,41.904761904761905%,40.298507462686565%
1254,2018-04-28,15:00,Worcester,44,Harlequins,13,Sixways,Craig Maxwell-Keys,57,H,Sat,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,20.93,20.93,23.7,22.3,22.11,23.23,22.06,50.51,48.6,48.57,44.15,27.38,24.4,19.64,20.93,23.56,23.5,17.5,17.82,22.89,22.89,21.0,23.2,23.33,18.67,41.904761904761905%,40.298507462686565%
1255,2018-11-23,19:45,Worcester,20,Harlequins,13,Sixways,Andrew Jackson,33,H,Fri,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,20.93,20.93,18.47,22.3,21.13,23.23,22.06,41.2,48.6,47.97,44.15,17.27,24.4,25.73,20.93,23.56,20.0,17.5,21.91,22.89,22.89,32.6,15.4,23.33,18.67,41.904761904761905%,40.298507462686565%
1256,2020-08-26,18:00,Worcester,29,Harlequins,14,Sixways,Luke Pearce,43,H,Wed,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,20.93,20.93,21.72,21.69,20.47,23.23,22.06,45.88,48.65,46.87,44.15,22.0,20.22,21.64,20.93,23.56,19.0,26.91,22.0,22.89,22.89,18.4,23.6,23.33,18.67,41.904761904761905%,40.298507462686565%
1257,2022-02-25,19:45,Worcester,21,Harlequins,29,Sixways,Christophe Ridley,50,A,Fri,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,20.93,20.93,19.15,24.39,23.63,23.23,22.06,43.21,52.61,51.46,44.15,20.36,24.11,23.17,20.93,23.56,17.41,28.54,25.31,22.89,22.89,18.8,27.2,23.33,18.67,41.904761904761905%,40.298507462686565%
1258,2013-01-06,15:00,London Welsh,26,Harlequins,31,Kassam Stadium,Llyr Apgeraint-Roberts,57,A,Sun,Jan,2013,2012-13,25.53,20.79,46.32,23.57,23.78,24.81,15.59,15.59,19.12,18.95,19.37,33.45,22.06,42.69,42.72,44.19,49.05,19.5,24.5,20.91,15.59,19.5,21.86,22.75,25.42,27.5,27.5,18.8,22.2,19.5,27.5,11.76470588235294%,40.298507462686565%
1259,2015-01-04,14:30,London Welsh,13,Harlequins,24,Kassam Stadium,JP Doyle,37,A,Sun,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,15.59,15.59,19.12,20.54,20.83,33.45,22.06,42.69,46.38,48.04,49.05,19.5,13.5,10.27,15.59,19.5,21.86,20.56,16.36,27.5,27.5,6.4,38.0,19.5,27.5,11.76470588235294%,40.298507462686565%
1260,2017-02-10,19:45,Bristol,8,Harlequins,42,Ashton Gate,Matthew Carley,50,A,Fri,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,25.15,25.15,19.15,21.88,21.22,23.48,22.06,43.21,49.49,47.44,48.63,20.56,16.4,15.09,25.15,24.0,17.41,21.33,21.0,28.2,28.2,14.8,30.4,30.67,28.67,60.0%,40.298507462686565%
1261,2018-09-22,15:00,Bristol,20,Harlequins,13,Ashton Gate,Ian Tempest,33,H,Sat,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,25.15,25.15,22.25,22.3,21.13,23.48,22.06,49.28,48.6,47.97,48.63,25.4,30.33,27.27,25.15,24.0,25.39,17.5,21.91,28.2,28.2,18.2,25.6,30.67,28.67,60.0%,40.298507462686565%
1262,2020-03-08,13:00,Bristol,28,Harlequins,15,Ashton Gate,Craig Maxwell-Keys,43,H,Sun,Mar,2020,2019-20,25.53,20.79,46.32,25.91,26.97,26.4,25.15,25.15,20.79,21.69,20.47,23.48,22.06,46.7,48.65,46.87,48.63,28.0,27.56,27.91,25.15,24.0,20.76,26.91,22.0,28.2,28.2,22.2,17.8,30.67,28.67,60.0%,40.298507462686565%
1263,2021-03-27,14:00,Bristol,35,Harlequins,33,Ashton Gate,Hamish Smales,68,H,Sat,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,25.15,25.15,20.79,23.14,22.77,23.48,22.06,46.7,50.62,49.62,48.63,28.0,25.92,27.8,25.15,24.0,20.76,25.5,31.0,28.2,28.2,28.8,12.6,30.67,28.67,60.0%,40.298507462686565%
1264,2022-03-13,15:00,Bristol,29,Harlequins,38,Ashton Gate,Craig Maxwell-Keys,67,A,Sun,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,25.15,25.15,20.79,24.39,23.63,23.48,22.06,46.7,52.61,51.46,48.63,28.0,29.25,28.08,25.15,24.0,20.76,28.54,25.31,28.2,28.2,31.6,26.4,30.67,28.67,60.0%,40.298507462686565%
1265,2012-05-05,14:00,Saracens,40,Exeter,22,Vicarage Road,Tim Wigglesworth,62,H,Sat,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,23.61,31.18,22.83,18.33,18.7,13.57,24.01,52.77,41.17,41.41,37.17,34.73,23.64,21.18,23.61,27.83,29.7,20.27,20.82,22.5,17.25,19.4,18.0,38.67,15.33,85.38461538461539%,53.383458646616546%
1266,2013-02-16,15:00,Saracens,31,Exeter,11,Allianz Park,Martin Fox,42,H,Sat,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,32.22,31.18,19.15,18.95,19.37,16.42,24.01,43.21,42.72,44.19,48.64,26.94,31.92,27.58,32.22,27.83,21.06,20.36,20.55,15.0,17.25,23.0,16.8,38.67,15.33,85.38461538461539%,53.383458646616546%
1267,2014-02-23,15:15,Saracens,23,Exeter,10,Allianz Park,Wayne Barnes,33,H,Sun,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,32.22,31.18,19.15,20.78,19.22,16.42,24.01,43.21,45.81,41.4,48.64,26.94,34.73,32.08,32.22,27.83,21.06,22.91,19.18,15.0,17.25,29.0,13.2,38.67,15.33,85.38461538461539%,53.383458646616546%
1268,2015-05-10,14:00,Saracens,20,Exeter,24,Allianz Park,JP Doyle,44,A,Sun,May,2015,2014-15,25.53,20.79,46.32,29.94,25.84,27.21,32.22,31.18,22.83,20.54,20.83,16.42,24.01,52.77,46.38,48.04,48.64,34.73,30.56,33.27,32.22,27.83,29.7,28.5,25.36,15.0,17.25,28.4,13.4,38.67,15.33,85.38461538461539%,53.383458646616546%
1269,2016-03-26,15:15,Saracens,36,Exeter,18,Allianz Park,Matthew Carley,54,H,Sat,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,32.22,31.18,20.79,19.5,19.54,16.42,24.01,46.7,44.06,43.44,48.64,30.0,26.38,28.77,32.22,27.83,24.53,23.87,25.58,15.0,17.25,21.6,23.0,38.67,15.33,85.38461538461539%,53.383458646616546%
1270,2016-05-28,15:00,Saracens,28,Exeter,20,Twickenham Stadium,Wayne Barnes,48,H,Sat,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,27.67,31.18,22.83,19.5,19.54,23.38,24.01,52.77,44.06,43.44,51.05,34.73,26.38,28.77,36.43,27.83,29.7,23.87,25.58,13.0,17.25,28.0,16.2,38.67,15.33,85.38461538461539%,53.383458646616546%
1271,2017-01-07,15:00,Saracens,13,Exeter,13,Allianz Park,Ian Tempest,26,D,Sat,Jan,2017,2016-17,25.53,20.79,46.32,23.57,27.61,26.22,32.22,31.18,19.12,21.88,21.22,16.42,24.01,42.69,49.49,47.44,48.64,25.1,36.73,29.36,32.22,27.83,18.77,28.0,28.91,15.0,17.25,25.2,12.4,38.67,15.33,85.38461538461539%,53.383458646616546%
1272,2017-11-26,15:00,Saracens,18,Exeter,20,Allianz Park,Ian Tempest,38,A,Sun,Nov,2017,2017-18,25.53,20.79,46.32,22.73,27.61,26.46,32.22,31.18,18.47,21.88,22.11,16.42,24.01,41.2,49.49,48.57,48.64,29.31,36.73,39.25,32.22,27.83,25.67,28.0,24.82,15.0,17.25,41.0,15.6,38.67,15.33,85.38461538461539%,53.383458646616546%
