,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,day,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
50,2015-03-27,19:45,Northampton,52,Wasps,30,Franklin's Gardens,Craig Maxwell-Keys,82,H,Fri,Mar,2015,2014-15,25.53,20.79,46.32,25.91,25.84,27.21,27.68,27.65,20.79,20.54,20.83,20.67,22.14,46.7,46.38,48.04,48.35,28.4,28.1,32.17,27.68,31.92,19.53,28.62,25.91,20.58,20.58,22.4,19.2,26.0,27.0,64.66165413533834%,36.36363636363637%
51,2016-01-29,19:45,Northampton,11,Wasps,24,Franklin's Gardens,Thomas Foley,35,A,Fri,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,27.68,27.65,19.12,19.5,19.54,20.67,22.14,42.69,44.06,43.44,48.35,19.4,21.29,22.64,27.68,31.92,22.5,26.07,26.25,20.58,20.58,19.0,12.6,26.0,27.0,64.66165413533834%,36.36363636363637%
52,2016-09-24,15:00,Northampton,15,Wasps,20,Franklin's Gardens,Luke Pearce,35,A,Sat,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,27.68,27.65,22.25,19.5,21.22,20.67,22.14,49.28,44.06,47.44,48.35,26.75,21.29,22.36,27.68,31.92,23.09,26.07,25.64,20.58,20.58,21.6,19.2,26.0,27.0,64.66165413533834%,36.36363636363637%
53,2017-10-28,15:00,Northampton,22,Wasps,38,Franklin's Gardens,Luke Pearce,60,A,Sat,Oct,2017,2017-18,25.53,20.79,46.32,24.99,27.61,26.46,27.68,27.65,20.42,21.88,22.11,20.67,22.14,45.42,49.49,48.57,48.35,32.76,24.55,23.0,27.68,31.92,17.47,25.64,27.42,20.58,20.58,25.0,17.2,26.0,27.0,64.66165413533834%,36.36363636363637%
54,2018-11-17,13:00,Northampton,36,Wasps,17,Franklin's Gardens,Matthew O’Grady,53,H,Sat,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,27.68,27.65,18.47,22.3,21.13,20.67,22.14,41.2,48.6,47.97,48.35,25.23,24.09,30.45,27.68,31.92,18.67,24.5,19.18,20.58,20.58,22.4,33.2,26.0,27.0,64.66165413533834%,36.36363636363637%
55,2020-08-16,15:00,Northampton,21,Wasps,34,Franklin's Gardens,Karl Dickson,55,A,Sun,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,27.68,27.65,21.72,21.69,20.47,20.67,22.14,45.88,48.65,46.87,48.35,12.0,18.44,22.91,27.68,31.92,30.5,25.9,22.08,20.58,20.58,24.0,21.2,26.0,27.0,64.66165413533834%,36.36363636363637%
56,2021-05-29,16:30,Northampton,30,Wasps,25,Franklin's Gardens,Adam Leal,55,H,Sat,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,27.68,27.65,22.83,23.14,22.77,20.67,22.14,52.77,50.62,49.62,48.35,33.36,29.67,25.0,27.68,31.92,25.75,25.15,26.36,20.58,20.58,22.2,24.4,26.0,27.0,64.66165413533834%,36.36363636363637%
57,2022-03-13,15:00,Northampton,27,Wasps,22,Franklin's Gardens,Wayne Barnes,49,H,Sun,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,27.68,27.65,20.79,24.39,23.63,20.67,22.14,46.7,52.61,51.46,48.35,28.4,31.92,34.17,27.68,31.92,19.53,24.9,23.0,20.58,20.58,24.8,32.0,26.0,27.0,64.66165413533834%,36.36363636363637%
58,2011-05-07,15:00,Exeter,21,Wasps,8,Sandy Park,Llyr Apgeraint-Roberts,29,H,Sat,May,2011,2010-11,25.53,20.79,46.32,29.94,23.01,23.46,27.78,27.71,22.83,18.59,18.07,16.66,22.14,52.77,41.59,41.53,44.44,34.85,18.0,18.09,27.78,28.71,25.75,11.55,12.82,17.69,17.36,17.2,16.4,29.33,17.67,71.12676056338029%,36.36363636363637%
59,2011-09-25,15:00,Exeter,21,Wasps,11,Sandy Park,Martin Fox,32,H,Sun,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,27.78,27.71,22.25,18.59,18.7,16.66,22.14,49.28,41.59,41.41,44.44,27.91,18.0,18.82,27.78,28.71,23.09,11.55,15.55,17.69,17.36,20.8,15.4,29.33,17.67,71.12676056338029%,36.36363636363637%
60,2012-12-01,17:30,Exeter,30,Wasps,23,Sandy Park,N/A,53,H,Sat,Dec,2012,2012-13,25.53,20.79,46.32,24.03,22.83,24.81,27.78,27.71,19.75,18.33,19.37,16.66,22.14,43.78,41.17,44.19,44.44,23.77,24.73,28.73,27.78,28.71,22.36,20.09,20.64,17.69,17.36,29.4,14.6,29.33,17.67,71.12676056338029%,36.36363636363637%
61,2013-09-14,15:00,Exeter,30,Wasps,26,Sandy Park,Martin Fox,56,H,Sat,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,27.78,27.71,22.25,18.95,19.22,16.66,22.14,49.28,42.72,41.4,44.44,27.91,24.6,19.55,27.78,28.71,23.09,20.27,18.55,17.69,17.36,28.4,20.6,29.33,17.67,71.12676056338029%,36.36363636363637%
62,2014-11-22,15:00,Exeter,31,Wasps,15,Sandy Park,Ian Tempest,46,H,Sat,Nov,2014,2014-15,25.53,20.79,46.32,22.73,25.03,27.21,27.78,27.71,18.47,20.78,20.83,16.66,22.14,41.2,45.81,48.04,44.44,26.18,24.45,34.91,27.78,28.71,18.67,18.36,25.91,17.69,17.36,28.2,29.2,29.33,17.67,71.12676056338029%,36.36363636363637%
63,2016-05-01,13:00,Exeter,24,Wasps,3,Sandy Park,Matthew Carley,27,H,Sun,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,27.78,27.71,22.83,19.5,19.54,16.66,22.14,52.77,44.06,43.44,44.44,34.85,27.86,27.67,27.78,28.71,25.75,26.07,26.25,17.69,17.36,27.8,14.4,29.33,17.67,71.12676056338029%,36.36363636363637%
64,2016-05-21,15:15,Exeter,34,Wasps,23,Sandy Park,Greg Garner,57,H,Sat,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,27.78,27.71,22.83,19.5,19.54,16.66,22.14,52.77,44.06,43.44,44.44,34.85,27.86,27.67,27.78,28.71,25.75,26.07,26.25,17.69,17.36,30.4,12.2,29.33,17.67,71.12676056338029%,36.36363636363637%
65,2017-02-12,13:00,Exeter,35,Wasps,35,Sandy Park,Greg Garner,70,D,Sun,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,27.78,27.71,19.15,21.88,21.22,16.66,22.14,43.21,49.49,47.44,44.44,25.19,33.17,30.58,27.78,28.71,24.65,25.64,25.64,17.69,17.36,32.2,19.4,29.33,17.67,71.12676056338029%,36.36363636363637%
66,2017-09-24,15:00,Exeter,31,Wasps,17,Sandy Park,JP Doyle,48,H,Sun,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,27.78,27.71,22.25,21.88,22.11,16.66,22.14,49.28,49.49,48.57,44.44,27.91,33.17,30.08,27.78,28.71,23.09,25.64,27.42,17.69,17.36,31.8,18.8,29.33,17.67,71.12676056338029%,36.36363636363637%
67,2019-04-14,15:00,Exeter,19,Wasps,26,Sandy Park,Luke Pearce,45,A,Sun,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,27.78,27.71,23.7,20.14,21.13,16.66,22.14,50.51,45.52,47.97,44.44,29.43,26.75,29.77,27.78,28.71,23.69,17.33,19.18,17.69,17.36,26.4,11.0,29.33,17.67,71.12676056338029%,36.36363636363637%
68,2019-11-30,15:00,Exeter,38,Wasps,3,Sandy Park,Ian Tempest,41,H,Sat,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,27.78,27.71,18.47,20.14,20.47,16.66,22.14,41.2,45.52,46.87,44.44,26.18,26.75,32.08,27.78,28.71,18.67,17.33,22.08,17.69,17.36,31.0,21.8,29.33,17.67,71.12676056338029%,36.36363636363637%
69,2020-10-24,18:00,Exeter,19,Wasps,13,Twickenham Stadium,Craig Maxwell-Keys,32,H,Sat,Oct,2020,2019-20,25.53,20.79,46.32,24.99,26.97,26.4,27.67,27.71,20.42,21.69,20.47,23.38,22.14,45.42,48.65,46.87,51.05,27.73,36.31,32.08,28.5,28.71,17.47,25.9,22.08,21.4,17.36,34.8,14.0,29.33,17.67,71.12676056338029%,36.36363636363637%
70,2021-04-17,12:30,Exeter,43,Wasps,13,Sandy Park,Tom Foley,56,H,Sat,Apr,2021,2020-21,25.53,20.79,46.32,26.81,27.48,26.85,27.78,27.71,23.7,23.14,22.77,16.66,22.14,50.51,50.62,49.62,44.44,29.43,29.29,33.62,27.78,28.71,23.69,25.15,26.36,17.69,17.36,22.6,17.4,29.33,17.67,71.12676056338029%,36.36363636363637%
71,2022-02-05,14:30,Exeter,26,Wasps,27,Sandy Park,Wayne Barnes,53,A,Sat,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,27.78,27.71,19.15,24.39,23.63,16.66,22.14,43.21,52.61,51.46,44.44,25.19,27.55,26.08,27.78,28.71,24.65,24.9,23.0,17.69,17.36,22.8,16.2,29.33,17.67,71.12676056338029%,36.36363636363637%
72,2011-12-26,15:00,Gloucester,39,Wasps,10,Kingsholm,Greg Garner,49,H,Mon,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,26.32,26.32,19.75,18.59,18.7,20.47,22.14,43.78,41.59,41.41,46.79,25.87,31.5,25.18,26.32,27.46,22.36,11.55,15.55,20.15,20.15,23.2,16.4,29.33,24.0,63.07692307692307%,36.36363636363637%
73,2012-09-22,15:15,Gloucester,29,Wasps,22,Kingsholm,N/A,51,H,Sat,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,26.32,26.32,22.25,18.33,19.37,20.47,22.14,49.28,41.17,44.19,46.79,25.19,23.64,21.73,26.32,27.46,23.09,20.09,20.64,20.15,20.15,22.8,25.6,29.33,24.0,63.07692307692307%,36.36363636363637%
74,2013-11-02,17:00,Gloucester,30,Wasps,32,Kingsholm,JP Doyle,62,A,Sat,Nov,2013,2013-14,25.53,20.79,46.32,22.73,23.78,22.18,26.32,26.32,18.47,18.95,19.22,20.47,22.14,41.2,42.72,41.4,46.79,24.33,19.45,21.91,26.32,27.46,18.67,20.27,18.55,20.15,20.15,19.8,22.6,29.33,24.0,63.07692307692307%,36.36363636363637%
75,2014-12-28,14:30,Gloucester,23,Wasps,30,Kingsholm,Dean Richards,53,A,Sun,Dec,2014,2014-15,25.53,20.79,46.32,24.03,25.03,27.21,26.32,26.32,19.75,20.78,20.83,20.47,22.14,43.78,45.81,48.04,46.79,25.87,24.64,29.55,26.32,27.46,22.36,18.36,25.91,20.15,20.15,24.0,25.8,29.33,24.0,63.07692307692307%,36.36363636363637%
76,2016-03-05,15:00,Gloucester,13,Wasps,10,Kingsholm,Luke Pearce,23,H,Sat,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,26.32,26.32,20.79,19.5,19.54,20.47,22.14,46.7,44.06,43.44,46.79,24.86,21.38,20.73,26.32,27.46,19.53,26.07,26.25,20.15,20.15,25.6,12.8,29.33,24.0,63.07692307692307%,36.36363636363637%
77,2016-11-19,15:00,Gloucester,36,Wasps,18,Kingsholm,Dean Richards,54,H,Sat,Nov,2016,2016-17,25.53,20.79,46.32,22.73,24.56,26.22,26.32,26.32,18.47,19.5,21.22,20.47,22.14,41.2,44.06,47.44,46.79,24.33,21.38,26.91,26.32,27.46,18.67,26.07,25.64,20.15,20.15,17.2,21.6,29.33,24.0,63.07692307692307%,36.36363636363637%
78,2018-02-24,14:30,Gloucester,25,Wasps,25,Kingsholm,Karl Dickson,50,D,Sat,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,26.32,26.32,19.15,22.3,22.11,20.47,22.14,43.21,48.6,48.57,46.79,26.11,27.27,26.27,26.32,27.46,24.65,24.5,27.42,20.15,20.15,27.0,17.8,29.33,24.0,63.07692307692307%,36.36363636363637%
79,2019-03-23,15:00,Gloucester,27,Wasps,14,Kingsholm,Ian Tempest,41,H,Sat,Mar,2019,2018-19,25.53,20.79,46.32,25.91,25.38,26.84,26.32,26.32,20.79,20.14,21.13,20.47,22.14,46.7,45.52,47.97,46.79,24.86,26.12,28.18,26.32,27.46,19.53,17.33,19.18,20.15,20.15,28.2,20.0,29.33,24.0,63.07692307692307%,36.36363636363637%
80,2019-10-26,15:00,Gloucester,25,Wasps,9,Kingsholm,Christophe Ridley,34,H,Sat,Oct,2019,2019-20,25.53,20.79,46.32,24.99,25.38,26.4,26.32,26.32,20.42,20.14,20.47,20.47,22.14,45.42,45.52,46.87,46.79,24.06,26.12,25.5,26.32,27.46,17.47,17.33,22.08,20.15,20.15,27.2,19.4,29.33,24.0,63.07692307692307%,36.36363636363637%
81,2020-11-28,15:00,Gloucester,40,Wasps,24,Kingsholm,Hamish Smales,64,H,Sat,Nov,2020,2020-21,25.53,20.79,46.32,22.73,26.97,26.85,26.32,26.32,18.47,21.69,22.77,20.47,22.14,41.2,48.65,49.62,46.79,24.33,27.33,26.1,26.32,27.46,18.67,25.9,26.36,20.15,20.15,27.6,27.4,29.33,24.0,63.07692307692307%,36.36363636363637%
82,2022-04-02,15:00,Gloucester,21,Wasps,27,Kingsholm,Matthew Carley,48,A,Sat,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,26.32,26.32,23.7,24.39,23.63,20.47,22.14,50.51,52.61,51.46,46.79,29.73,33.27,31.18,26.32,27.46,23.69,24.9,23.0,20.15,20.15,23.2,16.6,29.33,24.0,63.07692307692307%,36.36363636363637%
83,2022-09-11,15:00,Gloucester,27,Wasps,21,Kingsholm,Anthony Woodthorpe,48,H,Sun,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,26.32,26.32,22.25,24.39,25.77,20.47,22.14,49.28,52.61,54.09,46.79,25.19,33.27,30.2,26.32,27.46,23.09,24.9,30.0,20.15,20.15,39.6,14.2,29.33,24.0,63.07692307692307%,36.36363636363637%
84,2012-04-21,14:15,Bath,17,Wasps,12,Recreation Ground,Dave Pearson,29,H,Sat,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,23.49,24.21,23.7,18.33,18.7,21.09,22.14,50.51,41.17,41.41,44.58,26.71,20.75,21.0,23.49,24.23,23.69,20.09,15.55,26.67,26.0,22.6,16.8,30.67,39.33,62.96296296296296%,36.36363636363637%
85,2012-09-08,14:15,Bath,30,Wasps,23,The Recreation Ground,N/A,53,H,Sat,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,25.84,24.21,22.25,18.33,19.37,17.8,22.14,49.28,41.17,44.19,43.64,30.64,20.75,26.27,25.84,24.23,23.09,20.09,20.64,24.5,26.0,20.0,18.6,30.67,39.33,62.96296296296296%,36.36363636363637%
86,2014-02-22,14:00,Bath,32,Wasps,25,The Recreation Ground,Matthew Carley,57,H,Sat,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,25.84,24.21,19.15,20.78,19.22,17.8,22.14,43.21,45.81,41.4,43.64,23.9,27.17,21.64,25.84,24.23,24.65,18.36,18.55,24.5,26.0,21.4,11.2,30.67,39.33,62.96296296296296%,36.36363636363637%
87,2015-01-10,15:00,Bath,39,Wasps,26,The Recreation Ground,Andrew Small,65,H,Sat,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,25.84,24.21,19.12,20.54,20.83,17.8,22.14,42.69,46.38,48.04,43.64,26.43,27.18,32.15,25.84,24.23,22.5,28.62,25.91,24.5,26.0,29.0,9.0,30.67,39.33,62.96296296296296%,36.36363636363637%
88,2016-02-20,15:15,Bath,18,Wasps,24,The Recreation Ground,Thomas Foley,42,A,Sat,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,25.84,24.21,19.15,19.5,19.54,17.8,22.14,43.21,44.06,43.44,43.64,23.9,24.69,21.27,25.84,24.23,24.65,26.07,26.25,24.5,26.0,18.0,19.4,30.67,39.33,62.96296296296296%,36.36363636363637%
89,2017-03-04,15:00,Bath,3,Wasps,24,Recreation Ground,JP Doyle,27,A,Sat,Mar,2017,2016-17,25.53,20.79,46.32,25.91,27.61,26.22,23.49,24.21,20.79,21.88,21.22,21.09,22.14,46.7,49.49,47.44,44.58,21.39,27.73,26.73,23.49,24.23,19.53,25.64,25.64,26.67,26.0,19.0,15.8,30.67,39.33,62.96296296296296%,36.36363636363637%
90,2017-12-29,19:45,Bath,26,Wasps,31,Recreation Ground,Luke Pearce,57,A,Fri,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,23.49,24.21,19.75,21.88,22.11,21.09,22.14,43.78,49.49,48.57,44.58,15.71,27.73,31.09,23.49,24.23,22.36,25.64,27.42,26.67,26.0,30.2,20.6,30.67,39.33,62.96296296296296%,36.36363636363637%
91,2019-05-05,15:00,Bath,29,Wasps,17,Recreation Ground,Luke Pearce,46,H,Sun,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,23.49,24.21,22.83,20.14,21.13,21.09,22.14,52.77,45.52,47.97,44.58,33.73,21.67,23.82,23.49,24.23,25.75,17.33,19.18,26.67,26.0,25.2,17.6,30.67,39.33,62.96296296296296%,36.36363636363637%
92,2020-08-31,15:00,Bath,23,Wasps,27,Recreation Ground,Wayne Barnes,50,A,Mon,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,23.49,24.21,21.72,21.69,20.47,21.09,22.14,45.88,48.65,46.87,44.58,28.5,23.12,21.45,23.49,24.23,30.5,25.9,22.08,26.67,26.0,19.0,14.4,30.67,39.33,62.96296296296296%,36.36363636363637%
93,2021-01-08,19:45,Bath,44,Wasps,52,Recreation Ground,Matthew Carley,96,A,Fri,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,23.49,24.21,19.12,23.14,22.77,21.09,22.14,42.69,50.62,49.62,44.58,26.43,22.29,24.1,23.49,24.23,22.5,25.15,26.36,26.67,26.0,28.0,19.6,30.67,39.33,62.96296296296296%,36.36363636363637%
94,2021-10-30,15:00,Bath,17,Wasps,27,Recreation Ground,Ian Tempest,44,A,Sat,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,23.49,24.21,20.42,23.14,23.63,21.09,22.14,45.42,50.62,51.46,44.58,20.62,22.29,21.42,23.49,24.23,17.47,25.15,23.0,26.67,26.0,20.0,35.8,30.67,39.33,62.96296296296296%,36.36363636363637%
95,2022-09-23,19:45,Bath,31,Wasps,39,Recreation Ground,Wayne Barnes,70,A,Fri,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,23.49,24.21,22.25,24.39,25.77,21.09,22.14,49.28,52.61,54.09,44.58,30.64,23.15,21.17,23.49,24.23,23.09,24.9,30.0,26.67,26.0,26.2,29.6,30.67,39.33,62.96296296296296%,36.36363636363637%
96,2012-02-24,19:45,Sale,46,Wasps,34,Edgeley Park,Sean Davey,80,H,Fri,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,21.29,24.15,19.15,18.33,18.7,22.81,22.14,43.21,41.17,41.41,44.1,23.26,19.0,21.0,21.29,25.75,24.65,20.09,15.55,29.5,22.67,18.2,21.2,25.67,20.67,66.9172932330827%,36.36363636363637%
97,2013-05-04,15:00,Sale,21,Wasps,20,Salford City Stadium,Dean Richards,41,H,Sat,May,2013,2012-13,25.53,20.79,46.32,29.94,23.78,24.81,19.32,24.15,22.83,18.95,19.37,18.77,22.14,52.77,42.72,44.19,38.09,24.56,20.45,20.18,19.32,25.75,25.75,20.27,20.64,21.0,22.67,24.2,19.0,25.67,20.67,66.9172932330827%,36.36363636363637%
98,2013-09-20,20:00,Sale,26,Wasps,22,Salford City Stadium,Tim Wigglesworth,48,H,Fri,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,19.32,24.15,22.25,18.95,19.22,18.77,22.14,49.28,42.72,41.4,38.09,24.86,20.45,18.45,19.32,25.75,23.09,20.27,18.55,21.0,22.67,20.4,17.4,25.67,20.67,66.9172932330827%,36.36363636363637%
99,2014-10-05,14:00,Sale,25,Wasps,14,AJ Bell Stadium,Luke Pearce,39,H,Sun,Oct,2014,2014-15,25.53,20.79,46.32,24.99,25.03,27.21,25.97,24.15,20.42,20.78,20.83,18.3,22.14,45.42,45.81,48.04,44.27,20.38,23.82,26.27,25.97,25.75,17.47,18.36,25.91,21.38,22.67,23.8,22.4,25.67,20.67,66.9172932330827%,36.36363636363637%
100,2016-01-02,17:30,Sale,15,Wasps,9,AJ Bell Stadium,Luke Pearce,24,H,Sat,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,25.97,24.15,19.12,19.5,19.54,18.3,22.14,42.69,44.06,43.44,44.27,27.91,22.31,24.55,25.97,25.75,22.5,26.07,26.25,21.38,22.67,23.8,18.8,25.67,20.67,66.9172932330827%,36.36363636363637%
101,2017-02-19,15:00,Sale,34,Wasps,28,AJ Bell Stadium,Matthew Carley,62,H,Sun,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,25.97,24.15,19.15,21.88,21.22,18.3,22.14,43.21,49.49,47.44,44.27,23.26,26.58,21.82,25.97,25.75,24.65,25.64,25.64,21.38,22.67,19.8,25.4,25.67,20.67,66.9172932330827%,36.36363636363637%
102,2018-04-06,19:45,Sale,28,Wasps,27,AJ Bell Stadium,JP Doyle,55,H,Fri,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,25.97,24.15,23.7,22.3,22.11,18.3,22.14,50.51,48.6,48.57,44.27,23.31,23.1,26.64,25.97,25.75,23.69,24.5,27.42,21.38,22.67,28.2,18.2,25.67,20.67,66.9172932330827%,36.36363636363637%
103,2018-09-22,15:00,Sale,13,Wasps,31,AJ Bell Stadium,Wayne Barnes,44,A,Sat,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,25.97,24.15,22.25,22.3,21.13,18.3,22.14,49.28,48.6,47.97,44.27,24.86,23.1,22.64,25.97,25.75,23.09,24.5,19.18,21.38,22.67,24.6,23.0,25.67,20.67,66.9172932330827%,36.36363636363637%
104,2019-11-08,19:45,Sale,28,Wasps,18,AJ Bell Stadium,Tom Foley,46,H,Fri,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,25.97,24.15,18.47,20.14,20.47,18.3,22.14,41.2,45.52,46.87,44.27,22.0,24.0,29.7,25.97,25.75,18.67,17.33,22.08,21.38,22.67,25.6,16.8,25.67,20.67,66.9172932330827%,36.36363636363637%
105,2020-12-27,15:00,Sale,23,Wasps,26,AJ Bell Stadium,Craig Maxwell-Keys,49,A,Sun,Dec,2020,2020-21,25.53,20.79,46.32,24.03,26.97,26.85,25.97,24.15,19.75,21.69,22.77,18.3,22.14,43.78,48.65,49.62,44.27,23.0,31.78,28.36,25.97,25.75,22.36,25.9,26.36,21.38,22.67,28.0,23.2,25.67,20.67,66.9172932330827%,36.36363636363637%
106,2022-01-01,14:00,Sale,26,Wasps,18,AJ Bell Stadium,Ian Tempest,44,H,Sat,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,25.97,24.15,19.12,24.39,23.63,18.3,22.14,42.69,52.61,51.46,44.27,27.91,28.43,27.67,25.97,25.75,22.5,24.9,23.0,21.38,22.67,27.6,16.8,25.67,20.67,66.9172932330827%,36.36363636363637%
107,2011-10-02,15:30,Newcastle,15,Wasps,10,Kingston Park,Sean Davey,25,H,Sun,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,18.95,18.92,20.42,18.59,18.7,22.32,22.14,45.42,41.59,41.41,41.27,17.4,18.38,15.36,18.95,20.9,17.47,11.55,15.55,23.1,23.1,14.8,21.8,19.33,19.0,38.53211009174312%,36.36363636363637%
108,2013-12-27,19:45,Newcastle,12,Wasps,17,Kingston Park,Wayne Barnes,29,A,Fri,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,18.95,18.92,19.75,18.95,19.22,22.32,22.14,43.78,42.72,41.4,41.27,18.3,10.0,12.27,18.95,20.9,22.36,20.27,18.55,23.1,23.1,8.2,19.6,19.33,19.0,38.53211009174312%,36.36363636363637%
109,2015-02-20,19:45,Newcastle,23,Wasps,23,Kingston Park,JP Doyle,46,D,Fri,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,18.95,18.92,19.15,20.54,20.83,22.32,22.14,43.21,46.38,48.04,41.27,22.58,20.25,22.0,18.95,20.9,24.65,28.62,25.91,23.1,23.1,24.6,16.8,19.33,19.0,38.53211009174312%,36.36363636363637%
110,2016-03-27,15:00,Newcastle,20,Wasps,34,Kingston Park,JP Doyle,54,A,Sun,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,18.95,18.92,20.79,19.5,19.54,22.32,22.14,46.7,44.06,43.44,41.27,19.27,21.21,17.45,18.95,20.9,19.53,26.07,26.25,23.1,23.1,22.2,17.4,19.33,19.0,38.53211009174312%,36.36363636363637%
111,2016-12-30,19:45,Newcastle,30,Wasps,34,Kingston Park,Tom Foley,64,A,Fri,Dec,2016,2016-17,25.53,20.79,46.32,24.03,24.56,26.22,18.95,18.92,19.75,19.5,21.22,22.32,22.14,43.78,44.06,47.44,41.27,18.3,21.21,24.27,18.95,20.9,22.36,26.07,25.64,23.1,23.1,21.6,21.8,19.33,19.0,38.53211009174312%,36.36363636363637%
112,2018-05-05,16:00,Newcastle,22,Wasps,39,Kingston Park,Ian Tempest,61,A,Sat,May,2018,2017-18,25.53,20.79,46.32,29.94,26.3,26.46,18.95,18.92,22.83,22.3,22.11,22.32,22.14,52.77,48.6,48.57,41.27,21.75,23.2,21.91,18.95,20.9,25.75,24.5,27.42,23.1,23.1,25.6,18.8,19.33,19.0,38.53211009174312%,36.36363636363637%
113,2018-09-28,19:45,Newcastle,22,Wasps,23,Kingston Park,Karl Dickson,45,A,Fri,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,18.95,18.92,22.25,22.3,21.13,22.32,22.14,49.28,48.6,47.97,41.27,19.16,23.2,18.18,18.95,20.9,23.09,24.5,19.18,23.1,23.1,24.0,29.4,19.33,19.0,38.53211009174312%,36.36363636363637%
114,2021-03-19,19:45,Newcastle,18,Wasps,20,Kingston Park,Anthony Woodthorpe,38,A,Fri,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,18.95,18.92,20.79,23.14,22.77,22.32,22.14,46.7,50.62,49.62,41.27,19.27,21.46,21.9,18.95,20.9,19.53,25.15,26.36,23.1,23.1,18.0,19.6,19.33,19.0,38.53211009174312%,36.36363636363637%
