,date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,hour,day,month,year,season,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals,avgLast5Scores,avgLast5ScoresAgainst,avgLast5Bps,avgLast5BpsAgainst,avgLast5Tries,avgLast5Conversions,avgLast5Penalties,avgLast5DropGoals,avgLast5TriesAgainst,avgLast5ConversionsAgainst,avgLast5PenaltiesAgainst,avgLast5DropGoalsAgainst,team1Code,team2Code,monthCode,venueCode,dayCode,refereeCode,seasonCode,targetCode
457,2016-03-12,14:00,Gloucester,20,0,Worcester,28,0,Sixways,Ian Tempest,48,H,14,Sat,Mar,2016,2015-16,2,2,2,0,3,2,3,0,20.0,11.6,0.2,0.4,1.6,1.2,3.2,0.0,0.6,0.4,2.6,0.0,2,12,4,10,1,5,1,1
458,2016-03-12,15:00,Exeter,32,1,Newcastle,17,0,Sandy Park,Craig Maxwell-Keys,49,H,15,Sat,Mar,2016,2015-16,4,3,2,0,2,2,1,0,20.6,20.0,0.6,0.4,1.8,1.6,2.8,0.0,2.4,1.6,1.6,0.0,1,7,4,9,1,1,1,1
462,2016-03-18,19:45,Bath,21,0,Newcastle,19,1,The Recreation Ground,Tim Wigglesworth,40,H,19,Fri,Mar,2016,2015-16,2,1,3,0,1,1,4,0,20.8,23.2,0.6,0.4,2.4,1.4,2.0,0.0,2.4,1.4,2.8,0.0,0,7,4,12,0,10,1,1
463,2016-03-18,19:45,Newcastle,19,1,Bath,21,0,The Recreation Ground,Tim Wigglesworth,40,H,19,Fri,Mar,2016,2015-16,1,1,4,0,2,1,3,0,17.8,23.6,0.2,0.6,1.4,1.2,2.8,0.0,2.8,1.8,2.0,0.0,7,0,4,12,0,10,1,1
465,2016-03-19,15:00,Worcester,21,0,Harlequins,15,1,Twickenham Stoop,Craig Maxwell-Keys,36,A,15,Sat,Mar,2016,2015-16,2,1,3,0,0,0,5,0,21.2,22.2,0.2,0.6,2.4,1.6,2.0,0.0,2.8,1.4,1.8,0.0,12,3,4,14,1,1,1,0
464,2016-03-19,15:00,Harlequins,15,1,Worcester,21,0,Twickenham Stoop,Craig Maxwell-Keys,36,A,15,Sat,Mar,2016,2015-16,0,0,5,0,2,1,3,0,19.8,29.2,0.4,0.6,1.8,1.2,2.8,0.0,3.0,2.6,3.0,0.0,3,12,4,14,1,1,1,0
472,2016-03-20,15:15,Leicester,21,0,Saracens,13,0,Welford Road,JP Doyle,34,H,15,Sun,Mar,2016,2015-16,2,1,2,1,1,1,2,0,27.0,26.8,0.6,0.4,3.2,2.8,1.8,0.0,2.8,2.2,2.8,0.0,4,10,4,15,2,6,1,1
470,2016-03-20,15:00,London Irish,23,0,Gloucester,18,1,Madejski Stadium,Matthew Carley,41,H,15,Sun,Mar,2016,2015-16,2,2,3,0,2,1,2,0,15.0,31.0,0.2,0.6,1.6,0.8,1.8,0.0,3.8,3.0,2.0,0.0,5,2,4,6,2,8,1,1
473,2016-03-20,15:15,Saracens,13,0,Leicester,21,0,Welford Road,JP Doyle,34,H,15,Sun,Mar,2016,2015-16,1,1,2,0,2,1,2,1,25.0,29.6,0.4,0.4,2.0,1.8,3.8,0.0,3.2,2.0,3.2,0.0,10,4,4,15,2,6,1,1
471,2016-03-20,15:00,Gloucester,18,1,London Irish,23,0,Madejski Stadium,Matthew Carley,41,H,15,Sun,Mar,2016,2015-16,2,1,2,0,2,2,3,0,21.0,15.0,0.2,0.2,2.0,1.6,2.6,0.0,1.0,0.8,2.8,0.0,2,5,4,6,2,8,1,1
467,2016-03-20,13:00,Northampton,12,0,Exeter,20,0,Sandy Park,Greg Garner,32,H,13,Sun,Mar,2016,2015-16,2,1,0,0,1,0,5,0,28.8,15.4,0.8,0.2,4.0,3.2,0.8,0.0,1.2,0.8,2.6,0.0,8,1,4,9,2,3,1,1
466,2016-03-20,13:00,Exeter,20,0,Northampton,12,0,Sandy Park,Greg Garner,32,H,13,Sun,Mar,2016,2015-16,1,0,5,0,2,1,0,0,24.8,20.6,0.6,0.4,2.4,2.2,2.8,0.0,2.6,2.0,1.2,0.0,1,8,4,9,2,3,1,1
469,2016-03-20,14:00,Sale,12,0,Wasps,39,1,Ricoh Arena,Dean Richards,51,H,14,Sun,Mar,2016,2015-16,2,1,0,0,5,4,2,0,24.4,26.6,0.4,0.8,3.0,0.8,2.6,0.0,3.2,2.6,1.8,0.0,9,11,4,8,2,2,1,1
468,2016-03-20,14:00,Wasps,39,1,Sale,12,0,Ricoh Arena,Dean Richards,51,H,14,Sun,Mar,2016,2015-16,5,4,2,0,2,1,0,0,35.2,17.6,0.8,0.2,4.6,3.4,1.8,0.0,2.0,1.4,1.6,0.0,11,9,4,8,2,2,1,1
475,2016-03-26,15:15,Exeter,18,0,Saracens,36,1,Allianz Park,Matthew Carley,54,H,15,Sat,Mar,2016,2015-16,2,1,2,0,5,4,1,0,25.4,18.4,0.4,0.4,2.2,1.8,3.6,0.0,2.4,2.0,0.8,0.0,1,10,4,1,1,8,1,1
476,2016-03-26,17:30,Gloucester,12,1,Bath,17,0,Kingsholm,Wayne Barnes,29,A,17,Sat,Mar,2016,2015-16,0,0,4,0,3,1,0,0,19.0,18.4,0.4,0.2,1.8,1.4,2.4,0.0,1.4,1.2,3.0,0.0,2,0,4,4,1,11,1,0
478,2016-03-26,17:30,Worcester,12,0,London Irish,6,1,Sixways,Greg Garner,18,H,17,Sat,Mar,2016,2015-16,0,0,4,0,0,0,2,0,22.6,22.0,0.0,0.8,2.4,1.4,2.6,0.0,2.6,1.2,2.2,0.0,12,5,4,10,1,3,1,1
474,2016-03-26,15:15,Saracens,36,1,Exeter,18,0,Allianz Park,Matthew Carley,54,H,15,Sat,Mar,2016,2015-16,5,4,1,0,2,1,2,0,23.0,21.0,0.4,0.2,1.8,1.6,3.6,0.0,2.0,1.0,2.8,0.2,10,1,4,1,1,8,1,1
477,2016-03-26,17:30,Bath,17,0,Gloucester,12,1,Kingsholm,Wayne Barnes,29,A,17,Sat,Mar,2016,2015-16,3,1,0,0,0,0,4,0,21.8,24.2,0.6,0.4,2.6,1.4,2.0,0.0,2.2,1.2,3.6,0.0,0,2,4,4,1,11,1,0
479,2016-03-26,17:30,London Irish,6,1,Worcester,12,0,Sixways,Greg Garner,18,H,17,Sat,Mar,2016,2015-16,0,0,2,0,0,0,4,0,18.2,27.6,0.2,0.6,1.8,1.0,2.4,0.0,3.2,2.2,2.4,0.0,5,12,4,10,1,3,1,1
485,2016-03-27,15:15,Harlequins,23,1,Northampton,29,1,Franklin's Gardens,Tim Wigglesworth,52,H,15,Sun,Mar,2016,2015-16,2,2,3,0,4,3,1,0,21.6,27.8,0.6,0.6,1.8,1.2,3.4,0.0,2.8,2.4,3.0,0.0,3,8,4,2,2,10,1,1
481,2016-03-27,13:00,Leicester,20,1,Sale,27,0,AJ Bell Stadium,Thomas Foley,47,H,13,Sun,Mar,2016,2015-16,2,2,2,0,3,3,2,0,28.4,24.2,0.6,0.4,3.4,3.0,1.6,0.2,2.6,2.0,2.4,0.0,4,9,4,0,2,9,1,1
482,2016-03-27,15:00,Newcastle,20,0,Wasps,34,1,Kingston Park,JP Doyle,54,A,15,Sun,Mar,2016,2015-16,2,2,2,0,5,3,1,0,16.4,25.0,0.4,0.6,1.2,1.0,2.8,0.0,3.0,2.0,2.0,0.0,7,11,4,5,2,6,1,0
484,2016-03-27,15:15,Northampton,29,1,Harlequins,23,1,Franklin's Gardens,Tim Wigglesworth,52,H,15,Sun,Mar,2016,2015-16,4,3,1,0,2,2,3,0,24.2,18.0,0.6,0.2,3.4,2.4,0.8,0.0,1.2,0.6,3.6,0.0,8,3,4,2,2,10,1,1
483,2016-03-27,15:00,Wasps,34,1,Newcastle,20,0,Kingston Park,JP Doyle,54,A,15,Sun,Mar,2016,2015-16,5,3,1,0,2,2,2,0,30.2,15.4,0.8,0.2,4.0,3.0,1.4,0.0,2.0,1.2,1.0,0.0,11,7,4,5,2,6,1,0
480,2016-03-27,13:00,Sale,27,0,Leicester,20,1,AJ Bell Stadium,Thomas Foley,47,H,13,Sun,Mar,2016,2015-16,3,3,2,0,2,2,2,0,22.2,31.0,0.4,0.8,2.8,0.8,2.2,0.0,3.8,3.0,2.0,0.0,9,4,4,0,2,9,1,1
486,2016-04-01,19:45,Bath,10,0,Saracens,30,1,The Recreation Ground,Greg Garner,40,A,19,Fri,Apr,2016,2015-16,1,1,1,0,4,2,2,0,21.6,21.8,0.4,0.6,2.8,1.4,1.6,0.0,1.6,1.2,3.8,0.0,0,10,0,12,0,3,1,0
487,2016-04-01,19:45,Saracens,30,1,Bath,10,0,The Recreation Ground,Greg Garner,40,A,19,Fri,Apr,2016,2015-16,4,2,2,0,1,1,1,0,25.2,22.2,0.6,0.2,2.6,2.2,2.6,0.0,2.4,1.2,2.4,0.2,10,0,0,12,0,3,1,0
489,2016-04-02,15:00,Worcester,12,0,Exeter,50,1,Sandy Park,Thomas Foley,62,H,15,Sat,Apr,2016,2015-16,2,1,0,0,8,5,0,0,18.8,18.6,0.0,0.8,1.8,1.0,2.6,0.0,1.8,1.2,2.4,0.0,12,1,0,9,1,9,1,1
491,2016-04-02,15:00,Newcastle,25,0,Harlequins,46,1,Twickenham Stoop,Matthew Carley,71,H,15,Sat,Apr,2016,2015-16,3,2,2,0,6,5,2,0,15.2,26.8,0.4,0.6,1.2,1.0,2.4,0.0,3.4,2.2,1.8,0.0,7,3,0,14,1,8,1,1
488,2016-04-02,15:00,Exeter,50,1,Worcester,12,0,Sandy Park,Thomas Foley,62,H,15,Sat,Apr,2016,2015-16,8,5,0,0,2,1,0,0,24.6,22.6,0.4,0.4,2.4,1.8,3.0,0.0,3.0,2.6,0.8,0.0,1,12,0,9,1,9,1,1
492,2016-04-02,15:00,London Irish,15,0,Sale,30,0,Madejski Stadium,Craig Maxwell-Keys,45,A,15,Sat,Apr,2016,2015-16,2,1,1,0,3,3,3,0,16.4,25.6,0.2,0.6,1.4,0.8,2.6,0.0,3.0,2.0,2.2,0.0,5,9,0,6,1,1,1,0
495,2016-04-02,15:15,Gloucester,30,1,Leicester,35,1,Welford Road,JP Doyle,65,H,15,Sat,Apr,2016,2015-16,3,3,3,0,5,2,2,0,19.0,16.8,0.6,0.2,1.8,1.4,2.4,0.0,1.8,1.2,1.8,0.0,2,4,0,15,1,6,1,1
494,2016-04-02,15:15,Leicester,35,1,Gloucester,30,1,Welford Road,JP Doyle,65,H,15,Sat,Apr,2016,2015-16,5,2,2,0,3,3,3,0,28.6,24.6,0.6,0.4,3.6,3.2,1.2,0.2,3.0,2.4,1.6,0.0,4,2,0,15,1,6,1,1
493,2016-04-02,15:00,Sale,30,0,London Irish,15,0,Madejski Stadium,Craig Maxwell-Keys,45,A,15,Sat,Apr,2016,2015-16,3,3,3,0,2,1,1,0,23.0,28.8,0.2,1.0,2.6,1.4,2.4,0.0,3.6,3.0,1.6,0.0,9,5,0,6,1,1,1,0
490,2016-04-02,15:00,Harlequins,46,1,Newcastle,25,0,Twickenham Stoop,Matthew Carley,71,H,15,Sat,Apr,2016,2015-16,6,5,2,0,3,2,2,0,21.2,29.8,0.8,0.6,2.0,1.4,2.8,0.0,3.4,2.8,2.4,0.0,3,7,0,14,1,8,1,1
496,2016-04-03,15:00,Wasps,28,0,Northampton,6,0,Ricoh Arena,Luke Pearce,34,H,15,Sun,Apr,2016,2015-16,3,2,3,0,0,0,2,0,32.2,15.8,1.0,0.0,4.4,3.6,1.0,0.0,2.0,1.4,1.0,0.0,11,8,0,8,2,7,1,1
497,2016-04-03,15:00,Northampton,6,0,Wasps,28,0,Ricoh Arena,Luke Pearce,34,H,15,Sun,Apr,2016,2015-16,0,0,2,0,3,2,3,0,25.0,17.4,0.6,0.4,3.6,2.6,0.6,0.0,1.2,0.6,3.4,0.0,8,11,0,8,2,7,1,1
499,2016-04-15,19:45,Exeter,9,1,Gloucester,16,0,Kingsholm,Craig Maxwell-Keys,25,H,19,Fri,Apr,2016,2015-16,0,0,3,0,1,1,3,0,29.4,21.6,0.6,0.4,3.6,2.4,2.2,0.0,3.0,2.4,0.6,0.0,1,2,0,4,0,1,1,1
498,2016-04-15,19:45,Gloucester,16,0,Exeter,9,1,Kingsholm,Craig Maxwell-Keys,25,H,19,Fri,Apr,2016,2015-16,1,1,3,0,0,0,3,0,18.6,22.6,0.6,0.4,1.6,1.4,2.6,0.0,2.8,1.6,1.8,0.0,2,1,0,4,0,1,1,1
504,2016-04-16,17:30,Northampton,24,1,Leicester,30,0,Franklin's Gardens,Tim Wigglesworth,54,A,17,Sat,Apr,2016,2015-16,2,1,4,0,3,3,3,0,18.6,19.4,0.4,0.4,2.4,1.8,1.0,0.0,1.4,0.8,3.6,0.0,8,4,0,2,1,10,1,0
501,2016-04-16,15:00,Wasps,54,1,Worcester,35,1,Sixways,JP Doyle,89,A,15,Sat,Apr,2016,2015-16,8,7,0,0,6,1,1,0,29.4,15.0,0.8,0.0,3.8,2.8,1.6,0.0,1.6,1.4,1.4,0.0,11,12,0,10,1,6,1,0
502,2016-04-16,15:15,Saracens,22,0,Harlequins,12,0,Wembley Stadium,Greg Garner,34,H,15,Sat,Apr,2016,2015-16,3,2,1,0,0,0,4,0,24.0,17.0,0.6,0.0,2.4,1.8,2.8,0.0,1.6,1.2,2.0,0.2,10,3,0,16,1,3,1,1
503,2016-04-16,15:15,Harlequins,12,0,Saracens,22,0,Wembley Stadium,Greg Garner,34,H,15,Sat,Apr,2016,2015-16,0,0,4,0,3,2,1,0,28.4,26.4,1.0,0.4,2.8,2.4,3.2,0.0,2.8,2.0,2.8,0.0,3,10,0,16,1,3,1,1
500,2016-04-16,15:00,Worcester,35,1,Wasps,54,1,Sixways,JP Doyle,89,A,15,Sat,Apr,2016,2015-16,6,1,1,0,8,7,0,0,17.6,21.0,0.0,0.8,1.8,1.0,2.2,0.0,2.2,1.4,2.4,0.0,12,11,0,10,1,6,1,0
505,2016-04-16,17:30,Leicester,30,0,Northampton,24,1,Franklin's Gardens,Tim Wigglesworth,54,A,17,Sat,Apr,2016,2015-16,3,3,3,0,2,1,4,0,26.2,26.6,0.6,0.6,3.2,2.4,1.6,0.2,3.0,2.8,2.0,0.0,4,8,0,2,1,10,1,0
506,2016-04-17,14:30,Sale,29,1,Bath,17,0,AJ Bell Stadium,Luke Pearce,46,H,14,Sun,Apr,2016,2015-16,4,3,1,0,1,0,4,0,21.8,24.6,0.0,0.8,2.2,1.8,2.4,0.0,3.0,2.4,1.6,0.0,9,0,0,0,2,7,1,1
509,2016-04-17,15:00,London Irish,6,1,Newcastle,13,0,Kingston Park,Wayne Barnes,19,H,15,Sun,Apr,2016,2015-16,0,0,2,0,1,1,2,0,15.4,22.2,0.2,0.4,1.2,0.8,2.6,0.0,2.2,1.4,2.8,0.0,5,7,0,5,2,11,1,1
507,2016-04-17,14:30,Bath,17,0,Sale,29,1,AJ Bell Stadium,Luke Pearce,46,H,14,Sun,Apr,2016,2015-16,1,0,4,0,4,3,1,0,20.2,22.6,0.4,0.8,2.6,1.2,1.6,0.0,2.0,1.2,3.4,0.0,0,9,0,0,2,7,1,1
508,2016-04-17,15:00,Newcastle,13,0,London Irish,6,1,Kingston Park,Wayne Barnes,19,H,15,Sun,Apr,2016,2015-16,1,1,2,0,0,0,2,0,19.0,29.6,0.4,0.6,1.8,1.4,2.4,0.0,3.8,2.6,1.8,0.0,7,5,0,5,2,11,1,1
510,2016-04-23,15:15,Bath,32,1,Sale,26,2,The Recreation Ground,Ian Tempest,58,H,15,Sat,Apr,2016,2015-16,4,3,2,0,4,3,0,0,18.6,25.0,0.2,1.0,2.0,1.0,2.2,0.0,2.6,1.8,2.8,0.0,0,9,0,12,1,5,1,1
511,2016-04-23,15:15,Sale,26,2,Bath,32,1,The Recreation Ground,Ian Tempest,58,H,15,Sat,Apr,2016,2015-16,4,3,0,0,4,3,2,0,21.8,23.4,0.2,0.6,2.6,2.0,1.6,0.0,2.8,2.0,1.8,0.0,9,0,0,12,1,5,1,1
512,2016-04-29,19:45,Sale,11,1,Gloucester,12,0,AJ Bell Stadium,Thomas Foley,23,A,19,Fri,Apr,2016,2015-16,1,0,2,0,0,0,4,0,24.8,24.6,0.6,0.6,3.2,2.6,1.2,0.0,2.8,2.0,2.2,0.0,9,2,0,0,0,9,1,0
513,2016-04-29,19:45,Gloucester,12,0,Sale,11,1,AJ Bell Stadium,Thomas Foley,23,A,19,Fri,Apr,2016,2015-16,0,0,4,0,1,0,2,0,19.2,22.4,0.6,0.4,1.6,1.4,2.8,0.0,2.6,1.4,2.2,0.0,2,9,0,0,0,9,1,0
517,2016-04-30,15:15,Bath,14,1,Northampton,15,0,Franklin's Gardens,Wayne Barnes,29,H,15,Sat,Apr,2016,2015-16,2,2,0,0,2,1,1,0,19.4,23.2,0.2,1.2,2.2,1.2,2.0,0.0,2.6,1.8,2.2,0.0,0,8,0,2,1,11,1,1
516,2016-04-30,15:15,Northampton,15,0,Bath,14,1,Franklin's Gardens,Wayne Barnes,29,H,15,Sat,Apr,2016,2015-16,2,1,1,0,2,2,0,0,19.4,22.4,0.6,0.2,2.4,1.6,1.4,0.0,2.0,1.4,3.2,0.0,8,0,0,2,1,11,1,1
514,2016-04-30,15:00,Leicester,31,1,Worcester,17,0,Welford Road,Greg Garner,48,H,15,Sat,Apr,2016,2015-16,4,4,1,0,2,2,1,0,26.0,26.0,0.4,0.6,3.0,2.2,2.0,0.2,2.8,2.4,2.4,0.0,4,12,0,15,1,3,1,1
515,2016-04-30,15:00,Worcester,17,0,Leicester,31,1,Welford Road,Greg Garner,48,H,15,Sat,Apr,2016,2015-16,2,2,1,0,4,4,1,0,21.6,29.0,0.2,0.8,2.6,1.0,2.2,0.0,3.6,2.8,1.8,0.0,12,4,0,15,1,3,1,1
523,2016-05-01,15:15,Newcastle,14,0,Saracens,23,0,Allianz Park,Ian Tempest,37,H,15,Sun,May,2016,2015-16,2,2,0,0,3,1,2,0,18.8,27.8,0.2,0.8,1.8,1.6,2.2,0.0,3.4,2.4,2.0,0.0,7,10,5,1,2,5,1,1
520,2016-05-01,15:00,London Irish,25,1,Harlequins,32,1,Madejski Stadium,JP Doyle,57,A,15,Sun,May,2016,2015-16,3,2,2,0,4,3,2,0,13.2,19.8,0.4,0.2,1.0,0.8,2.2,0.0,1.6,1.4,3.0,0.0,5,3,5,6,2,6,1,0
522,2016-05-01,15:15,Saracens,23,0,Newcastle,14,0,Allianz Park,Ian Tempest,37,H,15,Sun,May,2016,2015-16,3,1,2,0,2,2,0,0,25.4,15.4,0.4,0.0,3.0,2.2,2.0,0.0,1.2,0.8,2.4,0.2,10,7,5,1,2,5,1,1
519,2016-05-01,13:00,Wasps,3,0,Exeter,24,0,Sandy Park,Matthew Carley,27,H,13,Sun,May,2016,2015-16,0,0,1,0,3,3,1,0,38.2,19.4,0.8,0.2,5.2,4.0,1.4,0.0,2.6,1.4,1.2,0.0,11,1,5,9,2,8,1,1
521,2016-05-01,15:00,Harlequins,32,1,London Irish,25,1,Madejski Stadium,JP Doyle,57,A,15,Sun,May,2016,2015-16,4,3,2,0,3,2,2,0,26.2,25.0,0.8,0.4,2.4,2.0,3.4,0.0,3.0,2.0,2.0,0.0,3,5,5,6,2,6,1,0
518,2016-05-01,13:00,Exeter,24,0,Wasps,3,0,Sandy Park,Matthew Carley,27,H,13,Sun,May,2016,2015-16,3,3,1,0,0,0,1,0,25.8,18.6,0.6,0.2,3.0,1.8,2.4,0.0,2.4,1.8,1.0,0.0,1,11,5,9,2,8,1,1
530,2016-05-07,15:30,Newcastle,15,1,Sale,21,0,Kingston Park,Matthew Carley,36,A,15,Sat,May,2016,2015-16,3,0,0,0,2,1,3,0,18.2,26.0,0.2,0.6,1.8,1.6,2.0,0.0,3.2,2.0,2.0,0.0,7,9,5,5,1,8,1,0
533,2016-05-07,15:30,London Irish,12,0,Wasps,38,1,Ricoh Arena,Thomas Foley,50,H,15,Sat,May,2016,2015-16,2,1,0,0,6,1,2,0,15.0,21.0,0.6,0.4,1.4,1.0,2.0,0.0,2.0,1.6,2.6,0.0,5,11,5,8,1,9,1,1
531,2016-05-07,15:30,Sale,21,0,Newcastle,15,1,Kingston Park,Matthew Carley,36,A,15,Sat,May,2016,2015-16,2,1,3,0,3,0,0,0,24.6,19.2,0.8,0.4,3.0,2.4,1.6,0.0,1.8,1.2,2.6,0.0,9,7,5,5,1,8,1,0
532,2016-05-07,15:30,Wasps,38,1,London Irish,12,0,Ricoh Arena,Thomas Foley,50,H,15,Sat,May,2016,2015-16,6,1,2,0,2,1,0,0,31.6,19.4,0.6,0.2,4.2,3.2,1.4,0.0,2.6,1.4,1.2,0.0,11,5,5,8,1,9,1,1
525,2016-05-07,15:30,Leicester,27,1,Bath,38,1,The Recreation Ground,Craig Maxwell-Keys,65,H,15,Sat,May,2016,2015-16,4,2,1,0,5,5,1,0,27.4,22.2,0.6,0.4,3.2,2.4,2.0,0.2,2.2,2.0,2.4,0.0,4,0,5,12,1,1,1,1
529,2016-05-07,15:30,Exeter,62,1,Harlequins,24,0,Twickenham Stoop,Wayne Barnes,86,A,15,Sat,May,2016,2015-16,10,6,0,0,3,3,1,0,24.2,15.8,0.4,0.2,2.8,1.8,2.2,0.0,2.0,1.4,1.0,0.0,1,3,5,14,1,11,1,0
526,2016-05-07,15:30,Gloucester,20,0,Northampton,28,0,Kingsholm,JP Doyle,48,A,15,Sat,May,2016,2015-16,2,2,2,0,3,2,3,0,17.6,19.0,0.6,0.6,1.2,1.0,3.2,0.0,2.2,1.0,2.0,0.0,2,8,5,4,1,6,1,0
527,2016-05-07,15:30,Northampton,28,0,Gloucester,20,0,Kingsholm,JP Doyle,48,A,15,Sat,May,2016,2015-16,3,2,3,0,2,2,2,0,17.2,23.0,0.4,0.4,2.0,1.2,1.6,0.0,2.2,1.8,2.8,0.0,8,2,5,4,1,6,1,0
535,2016-05-07,15:30,Saracens,43,1,Worcester,19,0,Sixways,Luke Pearce,62,A,15,Sat,May,2016,2015-16,6,5,1,0,3,2,0,0,24.8,15.0,0.4,0.0,3.2,2.0,1.6,0.0,1.4,1.0,1.8,0.2,10,12,5,10,1,7,1,0
524,2016-05-07,15:30,Bath,38,1,Leicester,27,1,The Recreation Ground,Craig Maxwell-Keys,65,H,15,Sat,May,2016,2015-16,5,5,1,0,4,2,1,0,18.0,22.4,0.4,1.0,2.2,1.4,1.4,0.0,2.8,1.8,1.6,0.0,0,4,5,12,1,1,1,1
528,2016-05-07,15:30,Harlequins,24,0,Exeter,62,1,Twickenham Stoop,Wayne Barnes,86,A,15,Sat,May,2016,2015-16,3,3,1,0,10,6,0,0,25.6,24.4,0.8,0.4,2.4,2.0,3.2,0.0,3.0,2.0,1.8,0.0,3,1,5,14,1,11,1,0
534,2016-05-07,15:30,Worcester,19,0,Saracens,43,1,Sixways,Luke Pearce,62,A,15,Sat,May,2016,2015-16,3,2,0,0,6,5,1,0,19.4,31.2,0.2,1.0,2.4,1.0,1.8,0.0,4.0,3.2,1.6,0.0,12,10,5,10,1,7,1,0
537,2016-05-21,12:30,Leicester,17,0,Saracens,44,0,Allianz Park,JP Doyle,61,H,12,Sat,May,2016,2015-16,2,2,1,0,5,5,3,0,28.6,27.2,0.8,0.6,3.6,2.6,1.8,0.0,3.0,2.8,2.2,0.0,4,10,5,1,1,6,1,1
539,2016-05-21,15:15,Wasps,23,0,Exeter,34,0,Sandy Park,Greg Garner,57,H,15,Sat,May,2016,2015-16,2,2,3,0,4,4,2,0,31.4,19.4,0.6,0.2,4.4,2.6,1.4,0.0,2.6,1.4,1.2,0.0,11,1,5,9,1,3,1,1
536,2016-05-21,12:30,Saracens,44,0,Leicester,17,0,Allianz Park,JP Doyle,61,H,12,Sat,May,2016,2015-16,5,5,3,0,2,2,1,0,30.8,14.6,0.6,0.0,4.2,2.8,1.4,0.0,1.6,1.2,1.4,0.0,10,4,5,1,1,6,1,1
538,2016-05-21,15:15,Exeter,34,0,Wasps,23,0,Sandy Park,Greg Garner,57,H,15,Sat,May,2016,2015-16,4,4,2,0,2,2,3,0,32.6,18.2,0.6,0.2,4.6,3.0,1.2,0.0,2.2,1.8,1.2,0.0,1,11,5,9,1,3,1,1
540,2016-05-28,15:00,Saracens,28,0,Exeter,20,0,Twickenham Stadium,Wayne Barnes,48,H,15,Sat,May,2016,2015-16,3,2,3,0,2,2,2,0,32.4,14.4,0.4,0.0,4.2,3.0,1.8,0.0,1.6,1.4,1.2,0.0,10,1,5,13,1,11,1,1
541,2016-05-28,15:00,Exeter,20,0,Saracens,28,0,Twickenham Stadium,Wayne Barnes,48,H,15,Sat,May,2016,2015-16,2,2,2,0,3,2,3,0,35.8,15.6,0.6,0.0,5.0,3.6,1.2,0.0,1.6,1.4,1.6,0.0,1,10,5,13,1,11,1,1
