,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent
65,2016-03-18,19:45,Bath,21,Newcastle,19,The Recreation Ground,Tim Wigglesworth,40,H,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,25.84,24.21,20.79,19.5,19.54,17.8,17.24,46.7,44.06,43.44,43.64,21.39,24.69,21.27,25.84,17.54,13.08,15.0,13.0,21.4,20.2,18.33,17.33
66,2016-09-10,15:00,Bath,58,Newcastle,5,Recreation Ground,Ian Tempest,63,H,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,23.49,24.21,22.25,19.5,21.22,21.09,17.24,49.28,44.06,47.44,44.58,30.64,24.69,26.73,23.49,18.0,13.08,14.82,18.0,21.4,20.2,18.33,17.33
67,2017-09-23,15:00,Bath,32,Newcastle,33,Recreation Ground,Craig Maxwell-Keys,65,A,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,23.49,24.21,22.25,21.88,22.11,21.09,17.24,49.28,49.49,48.57,44.58,30.64,27.73,31.09,23.49,18.0,20.09,18.25,18.0,21.4,20.2,18.33,17.33
68,2019-02-16,15:00,Bath,30,Newcastle,13,Recreation Ground,JP Doyle,43,H,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,23.49,24.21,19.15,20.14,21.13,21.09,17.24,43.21,45.52,47.97,44.58,23.9,21.67,23.82,23.49,15.47,16.2,17.73,18.0,21.4,20.2,18.33,17.33
69,2020-11-21,12:30,Bath,12,Newcastle,19,Recreation Ground,Craig Maxwell-Keys,31,A,Nov,2020,2020-21,25.53,20.79,46.32,22.73,26.97,26.85,23.49,24.21,18.47,21.69,22.77,21.09,17.24,41.2,48.65,49.62,44.58,19.0,23.12,24.1,23.49,13.77,23.0,18.44,18.0,21.4,20.2,18.33,17.33
70,2021-09-25,15:00,Bath,13,Newcastle,20,Recreation Ground,Craig Maxwell-Keys,33,A,Sep,2021,2021-22,25.53,20.79,46.32,27.03,27.48,27.83,23.49,24.21,22.25,23.14,23.63,21.09,17.24,49.28,50.62,51.46,44.58,30.64,22.29,21.42,23.49,18.0,18.25,21.0,18.0,21.4,20.2,18.33,17.33
71,2010-11-27,15:00,Leicester,44,Newcastle,19,Welford Road,N/A,63,H,Nov,2010,2010-11,25.53,20.79,46.32,22.73,23.75,23.46,26.99,26.91,18.47,18.05,18.07,19.49,17.24,41.2,41.8,41.53,46.47,25.44,37.0,29.69,26.99,13.77,15.8,14.64,14.64,25.4,20.2,31.0,11.0
72,2012-02-25,15:00,Leicester,42,Newcastle,15,Welford Road,Greg Garner,57,H,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,26.99,26.91,19.15,18.33,18.7,19.49,17.24,43.21,41.17,41.41,46.47,28.84,26.38,28.75,26.99,15.47,18.2,16.55,14.64,25.4,20.2,31.0,11.0
73,2013-09-21,15:00,Leicester,31,Newcastle,6,Welford Road,David Rose,37,H,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,26.99,26.91,22.25,18.95,19.22,19.49,17.24,49.28,42.72,41.4,46.47,29.83,29.85,26.27,26.99,18.0,7.17,13.27,14.64,25.4,20.2,31.0,11.0
74,2014-09-06,15:00,Leicester,36,Newcastle,17,Welford Road,Luke Pearce,53,H,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,26.99,26.91,22.25,20.78,20.83,19.49,17.24,49.28,45.81,48.04,46.47,29.83,25.7,24.0,26.99,18.0,18.2,21.18,14.64,25.4,20.2,31.0,11.0
75,2015-12-26,15:00,Leicester,22,Newcastle,10,Welford Road,Tim Wigglesworth,32,H,Dec,2015,2015-16,25.53,20.79,46.32,24.03,25.84,23.9,26.99,26.91,19.75,20.54,19.54,19.49,17.24,43.78,46.38,43.44,46.47,24.33,23.7,26.09,26.99,16.5,21.5,15.0,14.64,25.4,20.2,31.0,11.0
76,2017-04-15,15:00,Leicester,30,Newcastle,3,Welford Road,Ian Tempest,33,H,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,26.99,26.91,23.7,21.88,21.22,19.49,17.24,50.51,49.49,47.44,46.47,31.14,27.33,28.73,26.99,22.0,20.09,14.82,14.64,25.4,20.2,31.0,11.0
77,2018-04-27,19:45,Leicester,23,Newcastle,25,Welford Road,Luke Pearce,48,A,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,26.99,26.91,23.7,22.3,22.11,19.49,17.24,50.51,48.6,48.57,46.47,31.14,27.4,23.45,26.99,22.0,17.42,18.25,14.64,25.4,20.2,31.0,11.0
78,2018-09-08,15:00,Leicester,49,Newcastle,33,Welford Road,Matthew Carley,82,H,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,26.99,26.91,22.25,22.3,21.13,19.49,17.24,49.28,48.6,47.97,46.47,29.83,27.4,27.36,26.99,18.0,17.42,17.73,14.64,25.4,20.2,31.0,11.0
79,2021-03-28,15:00,Leicester,26,Newcastle,12,Welford Road,Karl Dickson,38,H,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,26.99,26.91,20.79,23.14,22.77,19.49,17.24,46.7,50.62,49.62,46.47,28.93,26.86,27.73,26.99,17.54,18.25,18.44,14.64,25.4,20.2,31.0,11.0
80,2022-01-02,15:00,Leicester,31,Newcastle,0,Welford Road,Jack Makepeace,31,H,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,26.99,26.91,19.12,24.39,23.63,19.49,17.24,42.69,52.61,51.46,46.47,25.08,32.25,30.29,26.99,16.83,21.17,21.0,14.64,25.4,20.2,31.0,11.0
81,2022-09-17,15:00,Leicester,36,Newcastle,21,Welford Road,Craig Maxwell-Keys,57,H,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,26.99,26.91,22.25,24.39,25.77,19.49,17.24,49.28,52.61,54.09,46.47,29.83,32.25,28.33,26.99,18.0,21.17,20.2,14.64,25.4,20.2,31.0,11.0
82,2011-04-02,15:00,Gloucester,34,Newcastle,9,Kingsholm,Dean Richards,43,H,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,26.32,26.32,23.7,18.59,18.07,20.47,17.24,50.51,41.59,41.53,46.79,29.73,31.5,30.73,26.32,22.0,14.42,14.64,22.36,30.2,20.2,28.33,23.67
83,2012-04-14,15:00,Gloucester,20,Newcastle,29,Kingsholm,Tim Wigglesworth,49,A,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,26.32,26.32,23.7,18.33,18.7,20.47,17.24,50.51,41.17,41.41,46.79,29.73,23.64,25.18,26.32,22.0,18.2,16.55,22.36,30.2,20.2,28.33,23.67
84,2014-03-22,15:00,Gloucester,40,Newcastle,33,Kingsholm,Wayne Barnes,73,H,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,26.32,26.32,20.79,20.78,19.22,20.47,17.24,46.7,45.81,41.4,46.79,24.86,24.64,21.91,26.32,17.54,18.2,13.27,22.36,30.2,20.2,28.33,23.67
85,2015-04-25,15:00,Gloucester,42,Newcastle,40,Kingsholm,Ian Tempest,82,H,Apr,2015,2014-15,25.53,20.79,46.32,26.81,25.84,27.21,26.32,26.32,23.7,20.54,20.83,20.47,17.24,50.51,46.38,48.04,46.79,29.73,30.5,29.55,26.32,22.0,21.5,21.18,22.36,30.2,20.2,28.33,23.67
86,2016-02-27,15:00,Gloucester,32,Newcastle,6,Kingsholm,Dean Richards,38,H,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,26.32,26.32,19.15,19.5,19.54,20.47,17.24,43.21,44.06,43.44,46.79,26.11,21.38,20.73,26.32,15.47,13.08,15.0,22.36,30.2,20.2,28.33,23.67
87,2016-09-24,15:00,Gloucester,13,Newcastle,18,Kingsholm,David Sainsbury,31,A,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,26.32,26.32,22.25,19.5,21.22,20.47,17.24,49.28,44.06,47.44,46.79,25.19,21.38,26.91,26.32,18.0,13.08,14.82,22.36,30.2,20.2,28.33,23.67
88,2018-03-03,15:00,Gloucester,20,Newcastle,21,Kingsholm,Craig Maxwell-Keys,41,A,Mar,2018,2017-18,25.53,20.79,46.32,25.91,26.3,26.46,26.32,26.32,20.79,22.3,22.11,20.47,17.24,46.7,48.6,48.57,46.79,24.86,27.27,26.27,26.32,17.54,17.42,18.25,22.36,30.2,20.2,28.33,23.67
89,2019-05-04,15:00,Gloucester,28,Newcastle,19,Kingsholm,Thomas Foley,47,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,26.32,26.32,22.83,20.14,21.13,20.47,17.24,52.77,45.52,47.97,46.79,34.14,26.12,28.18,26.32,19.11,16.2,17.73,22.36,30.2,20.2,28.33,23.67
90,2021-04-24,15:00,Gloucester,35,Newcastle,24,Kingsholm,N/A,59,H,Apr,2021,2020-21,25.53,20.79,46.32,26.81,27.48,26.85,26.32,26.32,23.7,23.14,22.77,20.47,17.24,50.51,50.62,49.62,46.79,29.73,25.0,26.1,26.32,22.0,18.25,18.44,22.36,30.2,20.2,28.33,23.67
91,2021-10-23,15:00,Gloucester,29,Newcastle,20,Kingsholm,Wayne Barnes,49,H,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,26.32,26.32,20.42,23.14,23.63,20.47,17.24,45.42,50.62,51.46,46.79,24.06,25.0,31.18,26.32,15.71,18.25,21.0,22.36,30.2,20.2,28.33,23.67
92,2022-11-12,15:00,Gloucester,21,Newcastle,27,Kingsholm,Anthony Woodthorpe,48,A,Nov,2022,2022-23,25.53,20.79,46.32,22.73,28.22,28.32,26.32,26.32,18.47,24.39,25.77,20.47,17.24,41.2,52.61,54.09,46.79,24.33,33.27,30.2,26.32,13.77,21.17,20.2,22.36,30.2,20.2,28.33,23.67
93,2011-03-27,15:00,Saracens,24,Newcastle,9,Vicarage Road,N/A,33,H,Mar,2011,2010-11,25.53,20.79,46.32,25.91,23.01,23.46,23.61,31.18,20.79,18.59,18.07,13.57,17.24,46.7,41.59,41.53,37.17,30.0,21.64,22.33,23.61,17.54,14.42,14.64,7.0,41.4,20.2,29.33,12.67
94,2011-10-09,15:00,Saracens,25,Newcastle,5,Vicarage Road,N/A,30,H,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,23.61,31.18,20.42,18.59,18.7,13.57,17.24,45.42,41.59,41.41,37.17,31.33,21.64,21.18,23.61,15.71,14.42,16.55,7.0,41.4,20.2,29.33,12.67
95,2013-11-03,15:00,Saracens,40,Newcastle,3,Allianz Park,Matthew Carley,43,H,Nov,2013,2013-14,25.53,20.79,46.32,22.73,23.78,22.18,32.22,31.18,18.47,18.95,19.22,16.42,17.24,41.2,42.72,41.4,48.64,29.31,31.92,32.08,32.22,13.77,7.17,13.27,9.17,41.4,20.2,29.33,12.67
96,2015-02-28,15:00,Saracens,22,Newcastle,17,Allianz Park,Andrew Small,39,H,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,32.22,31.18,19.15,20.54,20.83,16.42,17.24,43.21,46.38,48.04,48.64,26.94,30.56,33.27,32.22,15.47,21.5,21.18,9.17,41.4,20.2,29.33,12.67
97,2016-05-01,15:15,Saracens,23,Newcastle,14,Allianz Park,Ian Tempest,37,H,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,32.22,31.18,22.83,19.5,19.54,16.42,17.24,52.77,44.06,43.44,48.64,34.73,26.38,28.77,32.22,19.11,13.08,15.0,9.17,41.4,20.2,29.33,12.67
98,2016-12-24,13:30,Saracens,21,Newcastle,6,Allianz Park,Matthew Carley,27,H,Dec,2016,2016-17,25.53,20.79,46.32,24.03,24.56,26.22,32.22,31.18,19.75,19.5,21.22,16.42,17.24,43.78,44.06,47.44,48.64,35.0,26.38,29.36,32.22,16.5,13.08,14.82,9.17,41.4,20.2,29.33,12.67
99,2018-02-10,14:30,Saracens,25,Newcastle,3,Allianz Park,Christophe Ridley,28,H,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,32.22,31.18,19.15,22.3,22.11,16.42,17.24,43.21,48.6,48.57,48.64,26.94,37.17,39.25,32.22,15.47,17.42,18.25,9.17,41.4,20.2,29.33,12.67
100,2019-04-06,15:00,Saracens,26,Newcastle,12,Allianz Park,Karl Dickson,38,H,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,32.22,31.18,23.7,20.14,21.13,16.42,17.24,50.51,45.52,47.97,48.64,31.45,32.44,35.08,32.22,22.0,16.2,17.73,9.17,41.4,20.2,29.33,12.67
101,2021-10-09,15:00,Saracens,37,Newcastle,23,StoneX Stadium,Ian Tempest,60,H,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,38.29,31.18,20.42,23.14,23.63,23.88,17.24,45.42,50.62,51.46,62.18,31.33,42.6,36.23,38.29,15.71,18.25,21.0,23.0,41.4,20.2,29.33,12.67
102,2012-03-23,19:45,Worcester,19,Newcastle,9,Sixways,N/A,28,H,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,20.93,20.93,20.79,18.33,18.7,23.23,17.24,46.7,41.17,41.41,44.15,21.15,20.0,16.64,20.93,17.54,18.2,16.55,17.5,25.8,20.2,23.0,24.33
103,2013-10-05,15:00,Worcester,11,Newcastle,16,Sixways,Martin Fox,27,A,Oct,2013,2013-14,25.53,20.79,46.32,24.99,23.78,22.18,20.93,20.93,20.42,18.95,19.22,23.23,17.24,45.42,42.72,41.4,44.15,19.9,15.55,15.64,20.93,15.71,7.17,13.27,17.5,25.8,20.2,23.0,24.33
104,2015-11-07,15:00,Worcester,28,Newcastle,20,Sixways,JP Doyle,48,H,Nov,2015,2015-16,25.53,20.79,46.32,22.73,25.84,23.9,20.93,20.93,18.47,20.54,19.54,23.23,17.24,41.2,46.38,43.44,44.15,17.27,20.33,21.36,20.93,13.77,21.5,15.0,17.5,25.8,20.2,23.0,24.33
105,2016-10-02,15:00,Worcester,11,Newcastle,9,Sixways,Tom Foley,20,H,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,20.93,20.93,20.42,19.5,21.22,23.23,17.24,45.42,44.06,47.44,44.15,19.9,20.85,24.18,20.93,15.71,13.08,14.82,17.5,25.8,20.2,23.0,24.33
106,2018-04-07,15:00,Worcester,27,Newcastle,13,Sixways,Christophe Ridley,40,H,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,20.93,20.93,23.7,22.3,22.11,23.23,17.24,50.51,48.6,48.57,44.15,27.38,24.4,19.64,20.93,22.0,17.42,18.25,17.5,25.8,20.2,23.0,24.33
107,2018-09-15,15:00,Worcester,20,Newcastle,23,Sixways,Wayne Barnes,43,A,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,20.93,20.93,22.25,22.3,21.13,23.23,17.24,49.28,48.6,47.97,44.15,20.9,24.4,25.73,20.93,18.0,17.42,17.73,17.5,25.8,20.2,23.0,24.33
108,2022-04-02,15:00,Worcester,10,Newcastle,45,Sixways,Adam Leal,55,A,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,20.93,20.93,23.7,24.39,23.63,23.23,17.24,50.51,52.61,51.46,44.15,27.38,24.11,23.17,20.93,22.0,21.17,21.0,17.5,25.8,20.2,23.0,24.33
109,2022-09-24,15:00,Worcester,39,Newcastle,5,Sixways,Adam Leal,44,H,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,20.93,20.93,22.25,24.39,25.77,23.23,17.24,49.28,52.61,54.09,44.15,20.9,24.11,30.0,20.93,18.0,21.17,20.2,17.5,25.8,20.2,23.0,24.33
110,2014-10-11,14:30,London Welsh,3,Newcastle,23,Kassam Stadium,Wayne Barnes,26,A,Oct,2014,2014-15,25.53,20.79,46.32,24.99,25.03,27.21,15.59,15.59,20.42,20.78,20.83,33.45,17.24,45.42,45.81,48.04,49.05,13.0,6.4,10.27,15.59,15.71,18.2,21.18,23.0,13.6,20.2,3.0,23.0
111,2017-05-06,16:00,Bristol,27,Newcastle,39,Ashton Gate,Luke Pearce,66,A,May,2017,2016-17,25.53,20.79,46.32,29.94,27.61,26.22,25.15,25.15,22.83,21.88,21.22,23.48,17.24,52.77,49.49,47.44,48.63,31.5,16.4,15.09,25.15,19.11,20.09,14.82,26.25,24.2,20.2,33.67,22.0
112,2018-12-30,15:00,Bristol,35,Newcastle,28,Ashton Gate,Wayne Barnes,63,H,Dec,2018,2018-19,25.53,20.79,46.32,24.03,26.3,26.84,25.15,25.15,19.75,22.3,21.13,23.48,17.24,43.78,48.6,47.97,48.63,27.75,30.33,27.27,25.15,16.5,17.42,17.73,26.25,24.2,20.2,33.67,22.0
113,2021-01-01,15:00,Bristol,29,Newcastle,17,Ashton Gate,Christophe Ridley,46,H,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,25.15,25.15,19.12,23.14,22.77,23.48,17.24,42.69,50.62,49.62,48.63,35.75,25.92,27.8,25.15,16.83,18.25,18.44,26.25,24.2,20.2,33.67,22.0
114,2022-02-05,14:00,Bristol,37,Newcastle,21,Ashton Gate,Matthew Carley,58,H,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,25.15,25.15,19.15,24.39,23.63,23.48,17.24,43.21,52.61,51.46,48.63,20.56,29.25,28.08,25.15,15.47,21.17,21.0,26.25,24.2,20.2,33.67,22.0
115,2010-09-17,19:45,Sale,21,Harlequins,17,Edgeley Park,Dave Pearson,38,H,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,21.29,24.15,22.25,18.05,18.07,22.81,22.06,49.28,41.8,41.53,44.1,24.86,22.5,21.45,21.29,25.39,19.8,18.27,20.5,26.0,29.4,28.67,21.0
116,2012-05-05,14:00,Sale,10,Harlequins,24,Edgeley Park,Martin Fox,34,A,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,21.29,24.15,22.83,18.33,18.7,22.81,22.06,52.77,41.17,41.41,44.1,24.56,19.0,21.0,21.29,23.78,22.0,19.55,20.5,26.0,29.4,28.67,21.0
117,2013-02-22,20:00,Sale,21,Harlequins,30,Salford City Stadium,Martin Fox,51,A,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,19.32,24.15,19.15,18.95,19.37,18.77,22.06,43.21,42.72,44.19,38.09,23.26,20.45,20.18,19.32,17.41,22.75,25.42,28.5,26.0,29.4,28.67,21.0
118,2014-04-11,20:00,Sale,12,Harlequins,27,Salford City Stadium,Wayne Barnes,39,A,Apr,2014,2013-14,25.53,20.79,46.32,26.81,25.03,22.18,19.32,24.15,23.7,20.78,19.22,18.77,22.06,50.51,45.81,41.4,38.09,23.31,23.82,18.45,19.32,23.5,17.91,20.58,28.5,26.0,29.4,28.67,21.0
119,2015-04-25,14:00,Sale,23,Harlequins,25,AJ Bell Stadium,Wayne Barnes,48,A,Apr,2015,2014-15,25.53,20.79,46.32,26.81,25.84,27.21,25.97,24.15,23.7,20.54,20.83,18.3,22.06,50.51,46.38,48.04,44.27,23.31,22.0,26.27,25.97,23.5,20.56,16.36,19.67,26.0,29.4,28.67,21.0
120,2016-03-05,14:30,Sale,29,Harlequins,23,AJ Bell Stadium,Ian Tempest,52,H,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,25.97,24.15,20.79,19.5,19.54,18.3,22.06,46.7,44.06,43.44,44.27,25.93,22.31,24.55,25.97,20.76,18.46,21.0,19.67,26.0,29.4,28.67,21.0
121,2016-09-09,20:15,Sale,19,Harlequins,10,AJ Bell Stadium,Tom Foley,29,H,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,25.97,24.15,22.25,19.5,21.22,18.3,22.06,49.28,44.06,47.44,44.27,24.86,22.31,21.82,25.97,25.39,18.46,21.0,19.67,26.0,29.4,28.67,21.0
122,2018-01-06,15:00,Sale,30,Harlequins,29,AJ Bell Stadium,Matthew Carley,59,H,Jan,2018,2017-18,25.53,20.79,46.32,23.57,26.3,26.46,25.97,24.15,19.12,22.3,22.11,18.3,22.06,42.69,48.6,48.57,44.27,27.91,23.1,26.64,25.97,21.86,17.5,17.82,19.67,26.0,29.4,28.67,21.0
123,2019-04-05,19:45,Sale,28,Harlequins,17,AJ Bell Stadium,Wayne Barnes,45,H,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,25.97,24.15,23.7,20.14,21.13,18.3,22.06,50.51,45.52,47.97,44.27,23.31,24.0,22.64,25.97,23.5,23.89,21.91,19.67,26.0,29.4,28.67,21.0
124,2020-01-03,19:45,Sale,48,Harlequins,10,AJ Bell Stadium,Ian Tempest,58,H,Jan,2020,2019-20,25.53,20.79,46.32,23.57,26.97,26.4,25.97,24.15,19.12,21.69,20.47,18.3,22.06,42.69,48.65,46.87,44.27,27.91,31.78,29.7,25.97,21.86,26.91,22.0,19.67,26.0,29.4,28.67,21.0
125,2021-06-04,19:45,Sale,45,Harlequins,12,AJ Bell Stadium,Wayne Barnes,57,H,Jun,2021,2020-21,25.53,20.79,46.32,35.62,27.48,26.85,25.97,24.15,24.0,23.14,22.77,18.3,22.06,59.62,50.62,49.62,44.27,43.5,26.92,28.36,25.97,26.75,25.5,31.0,19.67,26.0,29.4,28.67,21.0
126,2021-10-15,19:45,Sale,28,Harlequins,22,AJ Bell Stadium,Tom Foley,50,H,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,25.97,24.15,20.42,23.14,23.63,18.3,22.06,45.42,50.62,51.46,44.27,20.38,26.92,27.67,25.97,24.46,25.5,25.31,19.67,26.0,29.4,28.67,21.0
127,2022-10-23,15:00,Sale,13,Harlequins,29,AJ Bell Stadium,Christophe Ridley,42,A,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,25.97,24.15,20.42,24.39,25.77,18.3,22.06,45.42,52.61,54.09,44.27,20.38,28.43,26.5,25.97,24.46,28.54,32.5,19.67,26.0,29.4,28.67,21.0
128,2010-09-04,16:30,Wasps,29,Harlequins,29,Twickenham Stadium,Chris White,58,D,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,27.67,27.82,22.25,18.05,18.07,23.38,22.06,49.28,41.8,41.53,51.05,35.35,26.6,25.82,26.4,25.39,19.8,18.27,29.29,23.8,29.4,18.33,34.33
129,2011-12-04,16:00,Wasps,16,Harlequins,22,Adams Park,Dean Richards,38,A,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,23.95,27.82,19.75,18.59,18.7,20.6,22.06,43.78,41.59,41.41,44.56,27.36,23.64,17.45,23.95,20.31,19.5,19.55,22.0,23.8,29.4,18.33,34.33
130,2012-09-01,14:00,Wasps,40,Harlequins,42,Twickenham Stadium,N/A,82,A,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,27.67,27.82,22.25,18.33,19.37,23.38,22.06,49.28,41.17,44.19,51.05,35.35,20.33,25.82,26.4,25.39,22.0,25.42,29.29,23.8,29.4,18.33,34.33
131,2013-09-07,16:30,Wasps,15,Harlequins,16,Twickenham Stadium,Tim Wigglesworth,31,A,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,27.67,27.82,22.25,18.95,19.22,23.38,22.06,49.28,42.72,41.4,51.05,35.35,21.2,22.45,26.4,25.39,22.75,20.58,29.29,23.8,29.4,18.33,34.33
132,2015-02-15,14:00,Wasps,37,Harlequins,6,Ricoh Arena,Greg Garner,43,H,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,30.23,27.82,19.15,20.54,20.83,21.71,22.06,43.21,46.38,48.04,51.93,24.25,26.6,35.18,30.23,17.41,20.56,16.36,22.86,23.8,29.4,18.33,34.33
133,2016-02-28,15:15,Wasps,42,Harlequins,10,Ricoh Arena,Craig Maxwell-Keys,52,H,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,30.23,27.82,19.15,19.5,19.54,21.71,22.06,43.21,44.06,43.44,51.93,24.25,37.21,27.82,30.23,17.41,18.46,21.0,22.86,23.8,29.4,18.33,34.33
134,2016-10-02,14:30,Wasps,47,Harlequins,18,Ricoh Arena,Greg Garner,65,H,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,30.23,27.82,20.42,19.5,21.22,21.71,22.06,45.42,44.06,47.44,51.93,26.76,37.21,36.0,30.23,24.46,18.46,21.0,22.86,23.8,29.4,18.33,34.33
135,2017-09-17,15:00,Wasps,21,Harlequins,24,Ricoh Arena,Andrew Jackson,45,A,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,30.23,27.82,22.25,21.88,22.11,21.71,22.06,49.28,49.49,48.57,51.93,35.35,30.55,29.0,30.23,25.39,21.33,17.82,22.86,23.8,29.4,18.33,34.33
136,2019-05-18,16:00,Wasps,27,Harlequins,25,Ricoh Arena,Matthew Carley,52,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,30.23,27.82,22.83,20.14,21.13,21.71,22.06,52.77,45.52,47.97,51.93,25.11,23.44,24.73,30.23,23.78,23.89,21.91,22.86,23.8,29.4,18.33,34.33
137,2019-12-21,15:00,Wasps,22,Harlequins,28,Ricoh Arena,Wayne Barnes,50,A,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,30.23,27.82,19.75,20.14,20.47,21.71,22.06,43.78,45.52,46.87,51.93,27.36,23.44,38.08,30.23,20.31,23.89,22.0,22.86,23.8,29.4,18.33,34.33
138,2021-01-31,15:00,Wasps,17,Harlequins,49,Ricoh Arena,Luke Pearce,66,A,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,30.23,27.82,19.12,23.14,22.77,21.71,22.06,42.69,50.62,49.62,51.93,24.43,25.93,22.64,30.23,21.86,25.5,31.0,22.86,23.8,29.4,18.33,34.33
139,2021-11-07,16:30,Wasps,16,Harlequins,26,Coventry Building Society Arena,Wayne Barnes,42,A,Nov,2021,2021-22,25.53,20.79,46.32,22.73,27.48,27.83,27.29,27.82,18.47,23.14,23.63,22.71,22.06,41.2,50.62,51.46,50.0,28.23,25.93,28.17,27.29,20.0,25.5,25.31,26.0,23.8,29.4,18.33,34.33
140,2011-02-26,15:00,London Irish,15,Harlequins,9,Madejski Stadium,N/A,24,H,Feb,2011,2010-11,25.53,20.79,46.32,24.06,23.01,23.46,23.59,24.29,19.15,18.59,18.07,24.28,22.06,43.21,41.59,41.53,47.87,21.93,26.67,26.82,23.59,17.41,19.5,18.27,21.25,38.8,29.4,16.67,34.67
141,2011-09-03,14:00,London Irish,24,Harlequins,29,Twickenham Stadium,Greg Garner,53,A,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,27.67,24.29,22.25,18.59,18.7,23.38,22.06,49.28,41.59,41.41,51.05,28.5,26.67,29.18,24.33,25.39,19.5,19.55,29.29,38.8,29.4,16.67,34.67
