,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent
1291,2016-12-31,15:00,Bath,11,Exeter,17,Recreation Ground,Craig Maxwell-Keys,28,A,Dec,2016,2016-17,25.53,20.79,46.32,24.03,24.56,26.22,23.49,24.21,19.75,19.5,21.22,21.09,24.01,43.78,44.06,47.44,44.58,15.71,24.69,26.73,23.49,22.23,23.87,28.91,23.0,21.4,26.4,15.0,23.67
1292,2018-03-23,19:45,Bath,18,Exeter,20,Recreation Ground,Wayne Barnes,38,A,Mar,2018,2017-18,25.53,20.79,46.32,25.91,26.3,26.46,23.49,24.21,20.79,22.3,22.11,21.09,24.01,46.7,48.6,48.57,44.58,21.39,26.82,31.09,23.49,24.53,29.36,24.82,23.0,21.4,26.4,15.0,23.67
1293,2018-10-05,19:45,Bath,24,Exeter,39,Recreation Ground,Christophe Ridley,63,A,Oct,2018,2018-19,25.53,20.79,46.32,24.99,26.3,26.84,23.49,24.21,20.42,22.3,21.13,21.09,24.01,45.42,48.6,47.97,44.58,20.62,26.82,23.82,23.49,20.5,29.36,29.0,23.0,21.4,26.4,15.0,23.67
1294,2019-10-25,19:45,Bath,13,Exeter,10,Recreation Ground,JP Doyle,23,H,Oct,2019,2019-20,25.53,20.79,46.32,24.99,25.38,26.4,23.49,24.21,20.42,20.14,20.47,21.09,24.01,45.42,45.52,46.87,44.58,20.62,21.67,21.45,23.49,20.5,24.25,24.27,23.0,21.4,26.4,15.0,23.67
1295,2021-03-06,15:00,Bath,16,Exeter,38,Recreation Ground,Tom Foley,54,A,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,23.49,24.21,20.79,23.14,22.77,21.09,24.01,46.7,50.62,49.62,44.58,21.39,22.29,24.1,23.49,24.53,21.93,24.09,23.0,21.4,26.4,15.0,23.67
1296,2021-11-26,19:45,Bath,16,Exeter,23,Recreation Ground,Matthew Carley,39,A,Nov,2021,2021-22,25.53,20.79,46.32,22.73,27.48,27.83,23.49,24.21,18.47,23.14,23.63,21.09,24.01,41.2,50.62,51.46,44.58,19.0,22.29,21.42,23.49,25.67,21.93,22.58,23.0,21.4,26.4,15.0,23.67
1297,2010-09-11,17:30,Leicester,37,Exeter,27,Welford Road,Dean Richards,64,H,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,26.99,26.91,22.25,18.05,18.07,19.49,24.01,49.28,41.8,41.53,46.47,29.83,37.0,29.69,26.99,24.96,19.2,20.82,25.75,25.4,26.4,23.0,28.33
1298,2011-09-03,15:00,Leicester,28,Exeter,30,Welford Road,Tim Wigglesworth,58,A,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,26.99,26.91,22.25,18.59,18.7,19.49,24.01,49.28,41.59,41.41,46.47,29.83,24.08,28.75,26.99,24.96,20.83,20.82,25.75,25.4,26.4,23.0,28.33
1299,2012-09-29,14:15,Leicester,30,Exeter,8,Welford Road,N/A,38,H,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,26.99,26.91,22.25,18.33,19.37,19.49,24.01,49.28,41.17,44.19,46.47,29.83,26.38,27.92,26.99,24.96,20.27,20.55,25.75,25.4,26.4,23.0,28.33
1300,2014-03-23,14:00,Leicester,45,Exeter,15,Welford Road,Dean Richards,60,H,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,26.99,26.91,20.79,20.78,19.22,19.49,24.01,46.7,45.81,41.4,46.47,28.93,25.7,26.27,26.99,24.53,22.91,19.18,25.75,25.4,26.4,23.0,28.33
1301,2015-03-28,15:00,Leicester,25,Exeter,18,Welford Road,JP Doyle,43,H,Mar,2015,2014-15,25.53,20.79,46.32,25.91,25.84,27.21,26.99,26.91,20.79,20.54,20.83,19.49,24.01,46.7,46.38,48.04,46.47,28.93,23.7,24.0,26.99,24.53,28.5,25.36,25.75,25.4,26.4,23.0,28.33
1302,2016-03-06,15:00,Leicester,31,Exeter,27,Welford Road,Matthew Carley,58,H,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,26.99,26.91,20.79,19.5,19.54,19.49,24.01,46.7,44.06,43.44,46.47,28.93,27.67,26.09,26.99,24.53,23.87,25.58,25.75,25.4,26.4,23.0,28.33
1303,2017-03-03,19:45,Leicester,15,Exeter,34,Welford Road,Matthew Carley,49,A,Mar,2017,2016-17,25.53,20.79,46.32,25.91,27.61,26.22,26.99,26.91,20.79,21.88,21.22,19.49,24.01,46.7,49.49,47.44,46.47,28.93,27.33,28.73,26.99,24.53,28.0,28.91,25.75,25.4,26.4,23.0,28.33
1304,2017-09-30,15:00,Leicester,20,Exeter,13,Welford Road,Tom Foley,33,H,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,26.99,26.91,22.25,21.88,22.11,19.49,24.01,49.28,49.49,48.57,46.47,29.83,27.33,23.45,26.99,24.96,28.0,24.82,25.75,25.4,26.4,23.0,28.33
1305,2019-04-06,16:30,Leicester,20,Exeter,52,Welford Road,Thomas Foley,72,A,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,26.99,26.91,23.7,20.14,21.13,19.49,24.01,50.51,45.52,47.97,46.47,31.14,20.78,27.36,26.99,30.15,24.25,29.0,25.75,25.4,26.4,23.0,28.33
1306,2019-12-21,15:00,Leicester,22,Exeter,31,Welford Road,Luke Pearce,53,A,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,26.99,26.91,19.75,20.14,20.47,19.49,24.01,43.78,45.52,46.87,46.47,24.33,20.78,20.45,26.99,22.23,24.25,24.27,25.75,25.4,26.4,23.0,28.33
1307,2020-12-05,15:00,Leicester,13,Exeter,35,Welford Road,Craig Maxwell-Keys,48,A,Dec,2020,2020-21,25.53,20.79,46.32,24.03,26.97,26.85,26.99,26.91,19.75,21.69,22.77,19.49,24.01,43.78,48.65,49.62,46.47,24.33,22.8,27.73,26.99,22.23,27.0,24.09,25.75,25.4,26.4,23.0,28.33
1308,2021-09-18,15:00,Leicester,34,Exeter,19,Welford Road,Ian Tempest,53,H,Sep,2021,2021-22,25.53,20.79,46.32,27.03,27.48,27.83,26.99,26.91,22.25,23.14,23.63,19.49,24.01,49.28,50.62,51.46,46.47,29.83,26.86,30.29,26.99,24.96,21.93,22.58,25.75,25.4,26.4,23.0,28.33
1309,2011-01-08,15:00,Gloucester,37,Exeter,23,Kingsholm,N/A,60,H,Jan,2011,2010-11,25.53,20.79,46.32,23.57,23.01,23.46,26.32,26.32,19.12,18.59,18.07,20.47,24.01,42.69,41.59,41.53,46.79,23.67,31.5,30.73,26.32,18.77,20.83,20.82,21.85,30.2,26.4,28.33,18.67
1310,2012-03-24,15:00,Gloucester,27,Exeter,28,Kingsholm,Greg Garner,55,A,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,26.32,26.32,20.79,18.33,18.7,20.47,24.01,46.7,41.17,41.41,46.79,24.86,23.64,25.18,26.32,24.53,20.27,20.82,21.85,30.2,26.4,28.33,18.67
1311,2012-12-22,15:00,Gloucester,18,Exeter,16,Kingsholm,N/A,34,H,Dec,2012,2012-13,25.53,20.79,46.32,24.03,22.83,24.81,26.32,26.32,19.75,18.33,19.37,20.47,24.01,43.78,41.17,44.19,46.79,25.87,23.64,21.73,26.32,22.23,20.27,20.55,21.85,30.2,26.4,28.33,18.67
1312,2013-10-06,14:00,Gloucester,12,Exeter,29,Kingsholm,Matthew Carley,41,A,Oct,2013,2013-14,25.53,20.79,46.32,24.99,23.78,22.18,26.32,26.32,20.42,18.95,19.22,20.47,24.01,45.42,42.72,41.4,46.79,24.06,19.45,21.91,26.32,20.5,20.36,19.18,21.85,30.2,26.4,28.33,18.67
1313,2014-09-19,19:45,Gloucester,22,Exeter,25,Kingsholm,Matthew Carley,47,A,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,26.32,26.32,22.25,20.78,20.83,20.47,24.01,49.28,45.81,48.04,46.79,25.19,24.64,29.55,26.32,24.96,22.91,25.36,21.85,30.2,26.4,28.33,18.67
1314,2016-04-15,19:45,Gloucester,16,Exeter,9,Kingsholm,Craig Maxwell-Keys,25,H,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,26.32,26.32,23.7,19.5,19.54,20.47,24.01,50.51,44.06,43.44,46.79,29.73,21.38,20.73,26.32,30.15,23.87,25.58,21.85,30.2,26.4,28.33,18.67
1315,2017-05-06,16:00,Gloucester,20,Exeter,34,Kingsholm,Ian Tempest,54,A,May,2017,2016-17,25.53,20.79,46.32,29.94,27.61,26.22,26.32,26.32,22.83,21.88,21.22,20.47,24.01,52.77,49.49,47.44,46.79,34.14,28.92,26.91,26.32,29.7,28.0,28.91,21.85,30.2,26.4,28.33,18.67
1316,2017-09-01,19:45,Gloucester,28,Exeter,21,Kingsholm,Matthew Carley,49,H,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,26.32,26.32,22.25,21.88,22.11,20.47,24.01,49.28,49.49,48.57,46.79,25.19,28.92,26.27,26.32,24.96,28.0,24.82,21.85,30.2,26.4,28.33,18.67
1317,2019-02-15,19:45,Gloucester,24,Exeter,17,Kingsholm,Craig Maxwell-Keys,41,H,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,26.32,26.32,19.15,20.14,21.13,20.47,24.01,43.21,45.52,47.97,46.79,26.11,26.12,28.18,26.32,21.06,24.25,29.0,21.85,30.2,26.4,28.33,18.67
1318,2020-02-14,19:45,Gloucester,15,Exeter,26,Kingsholm,Craig Maxwell-Keys,41,A,Feb,2020,2019-20,25.53,20.79,46.32,24.06,26.97,26.4,26.32,26.32,19.15,21.69,20.47,20.47,24.01,43.21,48.65,46.87,46.79,26.11,27.33,25.5,26.32,21.06,27.0,24.27,21.85,30.2,26.4,28.33,18.67
1319,2021-03-26,17:30,Gloucester,34,Exeter,18,Kingsholm,Luke Pearce,52,H,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,26.32,26.32,20.79,23.14,22.77,20.47,24.01,46.7,50.62,49.62,46.79,24.86,25.0,26.1,26.32,24.53,21.93,24.09,21.85,30.2,26.4,28.33,18.67
1320,2021-10-29,19:45,Gloucester,13,Exeter,16,Kingsholm,Christophe Ridley,29,A,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,26.32,26.32,20.42,23.14,23.63,20.47,24.01,45.42,50.62,51.46,46.79,24.06,25.0,31.18,26.32,20.5,21.93,22.58,21.85,30.2,26.4,28.33,18.67
1321,2022-10-28,19:45,Gloucester,38,Exeter,22,Kingsholm,Adam Leal,60,H,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,26.32,26.32,20.42,24.39,25.77,20.47,24.01,45.42,52.61,54.09,46.79,24.06,33.27,30.2,26.32,20.5,25.31,28.0,21.85,30.2,26.4,28.33,18.67
1322,2010-10-30,15:00,Saracens,9,Exeter,23,Vicarage Road,Tim Wigglesworth,32,A,Oct,2010,2010-11,25.53,20.79,46.32,24.99,23.75,23.46,23.61,31.18,20.42,18.05,18.07,13.57,24.01,45.42,41.8,41.53,37.17,31.33,21.0,22.33,23.61,20.5,19.2,20.82,22.5,41.4,26.4,38.67,15.33
1323,2012-05-05,14:00,Saracens,40,Exeter,22,Vicarage Road,Tim Wigglesworth,62,H,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,23.61,31.18,22.83,18.33,18.7,13.57,24.01,52.77,41.17,41.41,37.17,34.73,23.64,21.18,23.61,29.7,20.27,20.82,22.5,41.4,26.4,38.67,15.33
1324,2013-02-16,15:00,Saracens,31,Exeter,11,Allianz Park,Martin Fox,42,H,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,32.22,31.18,19.15,18.95,19.37,16.42,24.01,43.21,42.72,44.19,48.64,26.94,31.92,27.58,32.22,21.06,20.36,20.55,15.0,41.4,26.4,38.67,15.33
1325,2014-02-23,15:15,Saracens,23,Exeter,10,Allianz Park,Wayne Barnes,33,H,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,32.22,31.18,19.15,20.78,19.22,16.42,24.01,43.21,45.81,41.4,48.64,26.94,34.73,32.08,32.22,21.06,22.91,19.18,15.0,41.4,26.4,38.67,15.33
1326,2015-05-10,14:00,Saracens,20,Exeter,24,Allianz Park,JP Doyle,44,A,May,2015,2014-15,25.53,20.79,46.32,29.94,25.84,27.21,32.22,31.18,22.83,20.54,20.83,16.42,24.01,52.77,46.38,48.04,48.64,34.73,30.56,33.27,32.22,29.7,28.5,25.36,15.0,41.4,26.4,38.67,15.33
1327,2016-03-26,15:15,Saracens,36,Exeter,18,Allianz Park,Matthew Carley,54,H,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,32.22,31.18,20.79,19.5,19.54,16.42,24.01,46.7,44.06,43.44,48.64,30.0,26.38,28.77,32.22,24.53,23.87,25.58,15.0,41.4,26.4,38.67,15.33
1328,2016-05-28,15:00,Saracens,28,Exeter,20,Twickenham Stadium,Wayne Barnes,48,H,May,2016,2015-16,25.53,20.79,46.32,29.94,24.56,23.9,27.67,31.18,22.83,19.5,19.54,23.38,24.01,52.77,44.06,43.44,51.05,34.73,26.38,28.77,36.43,29.7,23.87,25.58,13.0,41.4,26.4,38.67,15.33
1329,2017-01-07,15:00,Saracens,13,Exeter,13,Allianz Park,Ian Tempest,26,D,Jan,2017,2016-17,25.53,20.79,46.32,23.57,27.61,26.22,32.22,31.18,19.12,21.88,21.22,16.42,24.01,42.69,49.49,47.44,48.64,25.1,36.73,29.36,32.22,18.77,28.0,28.91,15.0,41.4,26.4,38.67,15.33
1330,2017-11-26,15:00,Saracens,18,Exeter,20,Allianz Park,Ian Tempest,38,A,Nov,2017,2017-18,25.53,20.79,46.32,22.73,27.61,26.46,32.22,31.18,18.47,21.88,22.11,16.42,24.01,41.2,49.49,48.57,48.64,29.31,36.73,39.25,32.22,25.67,28.0,24.82,15.0,41.4,26.4,38.67,15.33
1331,2019-05-04,15:00,Saracens,38,Exeter,7,Allianz Park,Ian Tempest,45,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,32.22,31.18,22.83,20.14,21.13,16.42,24.01,52.77,45.52,47.97,48.64,34.73,32.44,35.08,32.22,29.7,24.25,29.0,15.0,41.4,26.4,38.67,15.33
1332,2020-09-13,16:30,Saracens,40,Exeter,17,Allianz Park,Adam Leal,57,H,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,32.22,31.18,22.25,21.69,20.47,16.42,24.01,49.28,48.65,46.87,48.64,33.6,33.88,32.64,32.22,24.96,27.0,24.27,15.0,41.4,26.4,38.67,15.33
1333,2022-04-24,15:00,Saracens,38,Exeter,22,StoneX Stadium,Craig Maxwell-Keys,60,H,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,38.29,31.18,23.7,24.39,23.63,23.88,24.01,50.51,52.61,51.46,62.18,31.45,35.77,36.23,38.29,30.15,25.31,22.58,22.0,41.4,26.4,38.67,15.33
1334,2012-04-14,15:00,Worcester,26,Exeter,31,Sixways,Dean Richards,57,A,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,20.93,20.93,23.7,18.33,18.7,23.23,24.01,50.51,41.17,41.41,44.15,27.38,20.0,16.64,20.93,30.15,20.27,20.82,32.45,25.8,26.4,24.33,29.33
1335,2013-03-30,15:00,Worcester,18,Exeter,24,Sixways,David Rose,42,A,Mar,2013,2012-13,25.53,20.79,46.32,25.91,23.78,24.81,20.93,20.93,20.79,18.95,19.37,23.23,24.01,46.7,42.72,44.19,44.15,21.15,15.55,20.64,20.93,24.53,20.36,20.55,32.45,25.8,26.4,24.33,29.33
1336,2014-04-12,15:00,Worcester,33,Exeter,38,Sixways,JP Doyle,71,A,Apr,2014,2013-14,25.53,20.79,46.32,26.81,25.03,22.18,20.93,20.93,23.7,20.78,19.22,23.23,24.01,50.51,45.81,41.4,44.15,27.38,21.2,15.64,20.93,30.15,22.91,19.18,32.45,25.8,26.4,24.33,29.33
1337,2016-01-31,15:00,Worcester,15,Exeter,30,Sixways,Craig Maxwell-Keys,45,A,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,20.93,20.93,19.12,19.5,19.54,23.23,24.01,42.69,44.06,43.44,44.15,19.6,20.85,21.36,20.93,18.77,23.87,25.58,32.45,25.8,26.4,24.33,29.33
1338,2017-02-18,15:00,Worcester,32,Exeter,48,Sixways,JP Doyle,80,A,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,20.93,20.93,19.15,21.88,21.22,23.23,24.01,43.21,49.49,47.44,44.15,20.36,21.58,24.18,20.93,21.06,28.0,28.91,32.45,25.8,26.4,24.33,29.33
1339,2017-09-15,19:45,Worcester,10,Exeter,41,Sixways,Ian Tempest,51,A,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,20.93,20.93,22.25,21.88,22.11,23.23,24.01,49.28,49.49,48.57,44.15,20.9,21.58,19.64,20.93,24.96,28.0,24.82,32.45,25.8,26.4,24.33,29.33
1340,2019-03-09,15:00,Worcester,30,Exeter,33,Sixways,JP Doyle,63,A,Mar,2019,2018-19,25.53,20.79,46.32,25.91,25.38,26.84,20.93,20.93,20.79,20.14,21.13,23.23,24.01,46.7,45.52,47.97,44.15,21.15,24.9,25.73,20.93,24.53,24.25,29.0,32.45,25.8,26.4,24.33,29.33
1341,2019-11-03,15:00,Worcester,20,Exeter,24,Sixways,Tom Foley,44,A,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,20.93,20.93,18.47,20.14,20.47,23.23,24.01,41.2,45.52,46.87,44.15,17.27,24.9,21.64,20.93,25.67,24.25,24.27,32.45,25.8,26.4,24.33,29.33
1342,2021-01-30,15:00,Worcester,17,Exeter,21,Sixways,Tom Foley,38,A,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,20.93,20.93,19.12,23.14,22.77,23.23,24.01,42.69,50.62,49.62,44.15,19.6,21.55,18.0,20.93,18.77,21.93,24.09,32.45,25.8,26.4,24.33,29.33
1343,2022-03-12,14:30,Worcester,35,Exeter,31,Sixways,Anthony Woodthorpe,66,H,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,20.93,20.93,20.79,24.39,23.63,23.23,24.01,46.7,52.61,51.46,44.15,21.15,24.11,23.17,20.93,24.53,25.31,22.58,32.45,25.8,26.4,24.33,29.33
1344,2022-09-18,15:00,Worcester,21,Exeter,36,Sixways,Matthew Carley,57,A,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,20.93,20.93,22.25,24.39,25.77,23.23,24.01,49.28,52.61,54.09,44.15,20.9,24.11,30.0,20.93,24.96,25.31,28.0,32.45,25.8,26.4,24.33,29.33
1345,2012-09-16,15:00,London Welsh,25,Exeter,24,Kassam Stadium,N/A,49,H,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,15.59,15.59,22.25,18.33,19.37,33.45,24.01,49.28,41.17,44.19,49.05,14.6,18.86,20.91,15.59,24.96,20.27,20.55,38.0,13.6,26.4,12.5,38.0
1346,2014-09-07,14:00,London Welsh,0,Exeter,52,Kassam Stadium,Dean Richards,52,A,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,15.59,15.59,22.25,20.78,20.83,33.45,24.01,49.28,45.81,48.04,49.05,14.6,6.4,10.27,15.59,24.96,22.91,25.36,38.0,13.6,26.4,12.5,38.0
1347,2016-09-23,19:45,Bristol,17,Exeter,41,Ashton Gate,Tom Foley,58,A,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,25.15,25.15,22.25,19.5,21.22,23.48,24.01,49.28,44.06,47.44,48.63,25.4,14.0,15.09,25.15,24.96,23.87,28.91,33.33,24.2,26.4,22.0,34.33
1348,2018-11-18,15:00,Bristol,29,Exeter,31,Ashton Gate,Greg Macdonald,60,A,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,25.15,25.15,18.47,22.3,21.13,23.48,24.01,41.2,48.6,47.97,48.63,21.14,30.33,27.27,25.15,25.67,29.36,29.0,33.33,24.2,26.4,22.0,34.33
1349,2020-08-25,19:45,Bristol,22,Exeter,25,Ashton Gate,Wayne Barnes,47,A,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,25.15,25.15,21.72,21.69,20.47,23.48,24.01,45.88,48.65,46.87,48.63,18.33,27.56,27.91,25.15,28.5,27.0,24.27,33.33,24.2,26.4,22.0,34.33
1350,2021-04-23,19:45,Bristol,12,Exeter,20,Ashton Gate,N/A,32,A,Apr,2021,2020-21,25.53,20.79,46.32,26.81,27.48,26.85,25.15,25.15,23.7,23.14,22.77,23.48,24.01,50.51,50.62,49.62,48.63,21.25,25.92,27.8,25.15,30.15,21.93,24.09,33.33,24.2,26.4,22.0,34.33
1351,2022-05-20,19:45,Bristol,40,Exeter,33,Ashton Gate,Luke Pearce,73,H,May,2022,2021-22,25.53,20.79,46.32,29.94,28.22,27.83,25.15,25.15,22.83,24.39,23.63,23.48,24.01,52.77,52.61,51.46,48.63,31.5,29.25,28.08,25.15,29.7,25.31,22.58,33.33,24.2,26.4,22.0,34.33
1352,2022-10-07,19:45,Bristol,14,Exeter,50,Ashton Gate,Christophe Ridley,64,A,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,25.15,25.15,20.42,24.39,25.77,23.48,24.01,45.42,52.61,54.09,48.63,23.75,29.25,24.2,25.15,20.5,25.31,28.0,33.33,24.2,26.4,22.0,34.33
1353,2012-02-10,20:00,Sale,15,Worcester,12,Edgeley Park,Llyr ApGeraint-Roberts,27,H,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,21.29,24.15,19.15,18.33,18.7,22.81,16.41,43.21,41.17,41.41,44.1,23.26,19.0,21.0,21.29,14.65,16.17,12.64,12.0,26.0,13.2,25.67,13.33
1354,2012-12-28,20:00,Sale,33,Worcester,27,Salford City Stadium,N/A,60,H,Dec,2012,2012-13,25.53,20.79,46.32,24.03,22.83,24.81,19.32,24.15,19.75,18.33,19.37,18.77,16.41,43.78,41.17,44.19,38.09,23.0,19.0,20.18,19.32,16.55,16.17,17.73,18.5,26.0,13.2,25.67,13.33
1355,2013-11-22,20:00,Sale,26,Worcester,10,Salford City Stadium,Andrew Small,36,H,Nov,2013,2013-14,25.53,20.79,46.32,22.73,23.78,22.18,19.32,24.15,18.47,18.95,19.22,18.77,16.41,41.2,42.72,41.4,38.09,22.0,20.45,18.45,19.32,16.58,13.0,13.91,18.5,26.0,13.2,25.67,13.33
1356,2015-10-23,20:00,Sale,27,Worcester,13,AJ Bell Stadium,Luke Pearce,40,H,Oct,2015,2015-16,25.53,20.79,46.32,24.99,25.84,23.9,25.97,24.15,20.42,20.54,19.54,18.3,16.41,45.42,46.38,43.44,44.27,20.38,22.0,24.55,25.97,14.75,16.75,16.82,17.33,26.0,13.2,25.67,13.33
1357,2017-04-07,19:45,Sale,36,Worcester,26,AJ Bell Stadium,Matthew Carley,62,H,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,25.97,24.15,23.7,21.88,21.22,18.3,16.41,50.51,49.49,47.44,44.27,23.31,26.58,21.82,25.97,17.5,22.09,18.18,17.33,26.0,13.2,25.67,13.33
1358,2018-03-24,15:00,Sale,58,Worcester,25,AJ Bell Stadium,Andrew Jackson,83,H,Mar,2018,2017-18,25.53,20.79,46.32,25.91,26.3,26.46,25.97,24.15,20.79,22.3,22.11,18.3,16.41,46.7,48.6,48.57,44.27,25.93,23.1,26.64,25.97,17.93,17.73,19.64,17.33,26.0,13.2,25.67,13.33
1359,2018-09-09,15:00,Sale,21,Worcester,15,AJ Bell Stadium,JP Doyle,36,H,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,25.97,24.15,22.25,22.3,21.13,18.3,16.41,49.28,48.6,47.97,44.27,24.86,23.1,22.64,25.97,18.94,17.73,18.91,17.33,26.0,13.2,25.67,13.33
1360,2021-01-08,20:00,Sale,20,Worcester,13,AJ Bell Stadium,Wayne Barnes,33,H,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,25.97,24.15,19.12,23.14,22.77,18.3,16.41,42.69,50.62,49.62,44.27,27.91,26.92,28.36,25.97,13.29,17.4,16.55,17.33,26.0,13.2,25.67,13.33
1361,2022-02-12,15:00,Sale,36,Worcester,12,AJ Bell Stadium,Karl Dickson,48,H,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,25.97,24.15,19.15,24.39,23.63,18.3,16.41,43.21,52.61,51.46,44.27,23.26,28.43,27.67,25.97,14.65,14.17,15.73,17.33,26.0,13.2,25.67,13.33
1362,2012-01-01,15:00,Wasps,0,Worcester,6,Adams Park,Wayne Barnes,6,A,Jan,2012,2011-12,25.53,20.79,46.32,23.57,22.83,22.71,23.95,27.82,19.12,18.33,18.7,20.6,16.41,42.69,41.17,41.41,44.56,24.43,20.33,17.45,23.95,13.29,16.17,12.64,9.33,23.8,13.2,32.0,16.0
1363,2012-10-07,15:00,Wasps,10,Worcester,6,Adams Park,N/A,16,H,Oct,2012,2012-13,25.53,20.79,46.32,24.99,22.83,24.81,23.95,27.82,20.42,18.33,19.37,20.6,16.41,45.42,41.17,44.19,44.56,26.76,20.33,25.82,23.95,14.75,16.17,17.73,9.33,23.8,13.2,32.0,16.0
1364,2013-09-28,15:00,Wasps,32,Worcester,16,Adams Park,Gregory Garner,48,H,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,23.95,27.82,22.25,18.95,19.22,20.6,16.41,49.28,42.72,41.4,44.56,35.35,21.2,22.45,23.95,18.94,13.0,13.91,9.33,23.8,13.2,32.0,16.0
1365,2016-01-10,14:00,Wasps,32,Worcester,22,Ricoh Arena,Matthew Carley,54,H,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,30.23,27.82,19.12,19.5,19.54,21.71,16.41,42.69,44.06,43.44,51.93,24.43,37.21,27.82,30.23,13.29,16.31,16.82,20.33,23.8,13.2,32.0,16.0
1366,2017-03-26,14:30,Wasps,40,Worcester,33,Ricoh Arena,Luke Pearce,73,H,Mar,2017,2016-17,25.53,20.79,46.32,25.91,27.61,26.22,30.23,27.82,20.79,21.88,21.22,21.71,16.41,46.7,49.49,47.44,51.93,25.65,30.55,36.0,30.23,17.93,22.09,18.18,20.33,23.8,13.2,32.0,16.0
1367,2018-04-14,15:00,Wasps,30,Worcester,15,Ricoh Arena,Ian Tempest,45,H,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,30.23,27.82,23.7,22.3,22.11,21.71,16.41,50.51,48.6,48.57,51.93,30.93,25.7,29.0,30.23,17.5,17.73,19.64,20.33,23.8,13.2,32.0,16.0
